Postcode,State,Fuel Type, Registrations as at 31 January 2021 , Registrations as at 31 January 2022 , Registrations as at 31 January 2023 
6061,WA,Hybrid/PHEV, 373 , 468 , 530 
6062,WA,ICE," 25,383 "," 25,822 "," 26,110 "
6062,WA,BEV, 13 , 31 , 62 
6062,WA,HFCEV, -   , -   , -   
6062,WA,Hybrid/PHEV, 274 , 377 , 478 
6063,WA,ICE," 10,382 "," 10,712 "," 10,926 "
6063,WA,BEV, -   , 4 , 22 
6063,WA,HFCEV, -   , -   , -   
6063,WA,Hybrid/PHEV, 98 , 107 , 148 
6064,WA,ICE," 21,651 "," 21,778 "," 21,898 "
6064,WA,BEV, 8 , 10 , 20 
6064,WA,HFCEV, -   , -   , -   
6064,WA,Hybrid/PHEV, 215 , 292 , 375 
6065,WA,ICE," 56,220 "," 57,860 "," 58,597 "
6065,WA,BEV, 28 , 78 , 181 
6065,WA,HFCEV, -   , -   , -   
6065,WA,Hybrid/PHEV, 535 , 723 , 965 
6066,WA,ICE," 13,754 "," 13,802 "," 13,788 "
6066,WA,BEV, 8 , 14 , 29 
6066,WA,HFCEV, -   , -   , -   
6066,WA,Hybrid/PHEV, 124 , 153 , 189 
6067,WA,ICE, 4 , 10 , 5 
6067,WA,BEV, -   , -   , -   
6067,WA,HFCEV, -   , -   , -   
6067,WA,Hybrid/PHEV, -   , -   , -   
6068,WA,ICE, 66 , 71 , 32 
6068,WA,BEV, -   , -   , -   
6068,WA,HFCEV, -   , -   , -   
6068,WA,Hybrid/PHEV, -   , -   , -   
6069,WA,ICE," 30,347 "," 31,403 "," 32,612 "
6069,WA,BEV, 12 , 40 , 94 
6069,WA,HFCEV, -   , -   , -   
6069,WA,Hybrid/PHEV, 259 , 364 , 484 
6070,WA,ICE," 3,074 "," 3,102 "," 3,158 "
6070,WA,BEV, 4 , 16 , 24 
6070,WA,HFCEV, -   , -   , -   
6070,WA,Hybrid/PHEV, 30 , 36 , 44 
6071,WA,ICE," 3,149 "," 3,198 "," 3,241 "
6071,WA,BEV, 5 , 12 , 27 
6071,WA,HFCEV, -   , -   , -   
6071,WA,Hybrid/PHEV, 32 , 37 , 42 
6072,WA,ICE, 795 , 799 , 824 
6072,WA,BEV, -   , -   , 3 
6072,WA,HFCEV, -   , -   , -   
6072,WA,Hybrid/PHEV, 6 , 10 , 12 
6073,WA,ICE," 2,979 "," 2,981 "," 2,990 "
6073,WA,BEV, -   , 3 , 7 
6073,WA,HFCEV, -   , -   , -   
6073,WA,Hybrid/PHEV, 22 , 27 , 42 
6074,WA,ICE, 935 , 944 , 978 
6074,WA,BEV, 3 , 3 , 3 
6074,WA,HFCEV, -   , -   , -   
6074,WA,Hybrid/PHEV, 6 , 7 , 11 
6076,WA,ICE," 19,234 "," 19,241 "," 19,277 "
6076,WA,BEV, 25 , 34 , 72 
6076,WA,HFCEV, -   , -   , -   
6076,WA,Hybrid/PHEV, 223 , 296 , 351 
6077,WA,ICE," 1,907 "," 2,099 "," 2,226 "
6077,WA,BEV, 3 , 3 , 7 
6077,WA,HFCEV, -   , -   , -   
6077,WA,Hybrid/PHEV, 16 , 25 , 30 
6078,WA,ICE, 914 , 956 , 950 
6078,WA,BEV, -   , -   , -   
6078,WA,HFCEV, -   , -   , -   
6078,WA,Hybrid/PHEV, 5 , 6 , 10 
6079,WA,ICE, 40 , 46 , 47 
6079,WA,BEV, -   , -   , -   
6079,WA,HFCEV, -   , -   , -   
6079,WA,Hybrid/PHEV, -   , -   , -   
6081,WA,ICE," 4,486 "," 4,545 "," 4,610 "
6081,WA,BEV, 3 , 3 , 15 
6081,WA,HFCEV, -   , -   , -   
6081,WA,Hybrid/PHEV, 34 , 42 , 52 
6082,WA,ICE," 3,005 "," 3,075 "," 3,079 "
6082,WA,BEV, -   , 3 , 6 
6082,WA,HFCEV, -   , -   , -   
6082,WA,Hybrid/PHEV, 15 , 27 , 28 
6083,WA,ICE," 3,829 "," 3,895 "," 3,987 "
6083,WA,BEV, 3 , 5 , 12 
6083,WA,HFCEV, -   , -   , -   
6083,WA,Hybrid/PHEV, 18 , 29 , 30 
6084,WA,ICE," 8,127 "," 8,536 "," 8,878 "
6084,WA,BEV, -   , 6 , 12 
6084,WA,HFCEV, -   , -   , -   
6084,WA,Hybrid/PHEV, 26 , 43 , 76 
6090,WA,ICE," 4,676 "," 4,990 "," 5,444 "
6090,WA,BEV, 5 , 19 , 38 
6090,WA,HFCEV, -   , -   , -   
6090,WA,Hybrid/PHEV, 50 , 64 , 111 
6100,WA,ICE," 12,866 "," 13,525 "," 13,934 "
6100,WA,BEV, 14 , 27 , 92 
6100,WA,HFCEV, -   , -   , -   
6100,WA,Hybrid/PHEV, 441 , 601 , 639 
6101,WA,ICE," 11,683 "," 11,844 "," 12,028 "
6101,WA,BEV, 10 , 20 , 45 
6101,WA,HFCEV, -   , -   , -   
6101,WA,Hybrid/PHEV, 164 , 221 , 265 
6102,WA,ICE," 10,621 "," 11,046 "," 11,814 "
6102,WA,BEV, 31 , 51 , 76 
6102,WA,HFCEV, -   , -   , -   
6102,WA,Hybrid/PHEV, 151 , 208 , 233 
6103,WA,ICE," 7,242 "," 7,538 "," 7,779 "
6103,WA,BEV, -   , 9 , 28 
6103,WA,HFCEV, -   , -   , -   
6103,WA,Hybrid/PHEV, 111 , 128 , 169 
6104,WA,ICE," 16,276 "," 16,341 "," 16,465 "
6104,WA,BEV, 7 , 18 , 63 
6104,WA,HFCEV, -   , -   , -   
6104,WA,Hybrid/PHEV, 291 , 468 , 469 
6105,WA,ICE," 21,426 "," 23,220 "," 26,393 "
6105,WA,BEV, 36 , 53 , 78 
6105,WA,HFCEV, -   , -   , -   
6105,WA,Hybrid/PHEV, 526 , 928 ," 1,592 "
6106,WA,ICE," 8,654 "," 9,614 "," 10,095 "
6106,WA,BEV, 8 , 7 , 12 
6106,WA,HFCEV, -   , -   , -   
6106,WA,Hybrid/PHEV, 305 , 457 , 655 
6107,WA,ICE," 34,484 "," 35,299 "," 36,261 "
6107,WA,BEV, 16 , 42 , 89 
6107,WA,HFCEV, -   , -   , -   
6107,WA,Hybrid/PHEV, 542 , 634 , 762 
6108,WA,ICE," 16,603 "," 16,680 "," 17,048 "
6108,WA,BEV, 3 , 5 , 22 
6108,WA,HFCEV, -   , -   , -   
6108,WA,Hybrid/PHEV, 140 , 185 , 222 
6109,WA,ICE," 12,019 "," 12,810 "," 13,100 "
6109,WA,BEV, 5 , 7 , 30 
6109,WA,HFCEV, -   , -   , -   
6109,WA,Hybrid/PHEV, 193 , 236 , 324 
6110,WA,ICE," 30,484 "," 31,159 "," 31,801 "
6110,WA,BEV, 5 , 32 , 69 
6110,WA,HFCEV, -   , -   , -   
6110,WA,Hybrid/PHEV, 255 , 337 , 454 
6111,WA,ICE," 19,002 "," 19,165 "," 19,408 "
6111,WA,BEV, 15 , 19 , 42 
6111,WA,HFCEV, -   , -   , -   
6111,WA,Hybrid/PHEV, 143 , 186 , 237 
6112,WA,ICE," 46,808 "," 48,268 "," 50,227 "
6112,WA,BEV, 17 , 48 , 139 
6112,WA,HFCEV, -   , -   , -   
6112,WA,Hybrid/PHEV, 424 , 587 , 851 
6121,WA,ICE," 3,204 "," 3,292 "," 3,379 "
6121,WA,BEV, -   , 3 , -   
6121,WA,HFCEV, -   , -   , -   
6121,WA,Hybrid/PHEV, 12 , 18 , 26 
6122,WA,ICE," 15,546 "," 16,214 "," 17,015 "
6122,WA,BEV, 4 , 12 , 26 
6122,WA,HFCEV, -   , -   , -   
6122,WA,Hybrid/PHEV, 104 , 142 , 186 
6123,WA,ICE," 1,936 "," 2,043 "," 2,084 "
6123,WA,BEV, -   , 3 , -   
6123,WA,HFCEV, -   , -   , -   
6123,WA,Hybrid/PHEV, 5 , 7 , 9 
6124,WA,ICE," 1,122 "," 1,139 "," 1,134 "
6124,WA,BEV, -   , -   , 3 
6124,WA,HFCEV, -   , -   , -   
6124,WA,Hybrid/PHEV, 7 , 9 , 13 
6125,WA,ICE," 3,274 "," 3,395 "," 3,508 "
6125,WA,BEV, -   , -   , 5 
6125,WA,HFCEV, -   , -   , -   
6125,WA,Hybrid/PHEV, 12 , 13 , 26 
6126,WA,ICE, 259 , 231 , 245 
6126,WA,BEV, -   , -   , 3 
6126,WA,HFCEV, -   , -   , -   
6126,WA,Hybrid/PHEV, -   , -   , -   
6147,WA,ICE," 10,639 "," 10,635 "," 10,735 "
6147,WA,BEV, 8 , 13 , 21 
6147,WA,HFCEV, -   , -   , -   
6147,WA,Hybrid/PHEV, 107 , 132 , 184 
6148,WA,ICE," 12,909 "," 13,008 "," 13,209 "
6148,WA,BEV, 11 , 33 , 79 
6148,WA,HFCEV, -   , -   , -   
6148,WA,Hybrid/PHEV, 233 , 277 , 325 
6149,WA,ICE," 13,798 "," 13,735 "," 13,707 "
6149,WA,BEV, 11 , 33 , 67 
6149,WA,HFCEV, -   , -   , -   
6149,WA,Hybrid/PHEV, 182 , 229 , 304 
6150,WA,ICE," 9,377 "," 9,321 "," 9,314 "
6150,WA,BEV, 13 , 32 , 69 
6150,WA,HFCEV, -   , -   , -   
6150,WA,Hybrid/PHEV, 133 , 178 , 218 
6151,WA,ICE," 13,475 "," 13,301 "," 13,482 "
6151,WA,BEV, 24 , 52 , 89 
6151,WA,HFCEV, -   , -   , -   
6151,WA,Hybrid/PHEV, 156 , 207 , 264 
6152,WA,ICE," 17,179 "," 17,424 "," 17,649 "
6152,WA,BEV, 31 , 72 , 136 
6152,WA,HFCEV, -   , -   , -   
6152,WA,Hybrid/PHEV, 219 , 314 , 399 
6153,WA,ICE," 16,229 "," 16,535 "," 16,318 "
6153,WA,BEV, 26 , 81 , 187 
6153,WA,HFCEV, -   , -   , -   
6153,WA,Hybrid/PHEV, 269 , 352 , 416 
6154,WA,ICE," 8,658 "," 8,633 "," 8,687 "
6154,WA,BEV, 10 , 25 , 52 
6154,WA,HFCEV, -   , -   , -   
6154,WA,Hybrid/PHEV, 119 , 170 , 225 
6155,WA,ICE," 39,862 "," 40,456 "," 41,018 "
6155,WA,BEV, 26 , 74 , 184 
6155,WA,HFCEV, -   , -   , -   
6155,WA,Hybrid/PHEV, 624 , 851 ," 1,013 "
6156,WA,ICE," 14,026 "," 14,474 "," 14,251 "
6156,WA,BEV, 15 , 39 , 91 
6156,WA,HFCEV, -   , -   , -   
6156,WA,Hybrid/PHEV, 125 , 164 , 238 
6157,WA,ICE," 10,219 "," 10,354 "," 10,318 "
6157,WA,BEV, 7 , 16 , 33 
6157,WA,HFCEV, -   , -   , -   
6157,WA,Hybrid/PHEV, 93 , 122 , 152 
6158,WA,ICE," 5,559 "," 5,626 "," 5,679 "
6158,WA,BEV, 13 , 22 , 40 
6158,WA,HFCEV, -   , -   , -   
6158,WA,Hybrid/PHEV, 76 , 86 , 121 
6159,WA,ICE," 3,022 "," 3,133 "," 3,204 "
6159,WA,BEV, 5 , 17 , 29 
6159,WA,HFCEV, -   , -   , -   
6159,WA,Hybrid/PHEV, 39 , 59 , 77 
6160,WA,ICE," 7,098 "," 7,366 "," 7,452 "
6160,WA,BEV, 11 , 24 , 55 
6160,WA,HFCEV, -   , -   , -   
6160,WA,Hybrid/PHEV, 102 , 149 , 188 
6161,WA,ICE, 23 , 29 , 25 
6161,WA,BEV, -   , -   , -   
6161,WA,HFCEV, -   , -   , -   
6161,WA,Hybrid/PHEV, -   , -   , 3 
6162,WA,ICE," 8,536 "," 8,672 "," 8,586 "
6162,WA,BEV, 16 , 38 , 70 
6162,WA,HFCEV, -   , -   , -   
6162,WA,Hybrid/PHEV, 97 , 153 , 181 
6163,WA,ICE," 43,588 "," 44,592 "," 45,519 "
6163,WA,BEV, 27 , 70 , 135 
6163,WA,HFCEV, -   , -   , -   
6163,WA,Hybrid/PHEV, 358 , 480 , 648 
6164,WA,ICE," 49,623 "," 51,286 "," 52,006 "
6164,WA,BEV, 26 , 76 , 157 
6164,WA,HFCEV, -   , -   , -   
6164,WA,Hybrid/PHEV, 421 , 631 , 849 
6165,WA,ICE, 851 , 881 , 873 
6165,WA,BEV, -   , -   , 3 
6165,WA,HFCEV, -   , -   , -   
6165,WA,Hybrid/PHEV, 3 , 3 , 4 
6166,WA,ICE," 9,531 "," 9,728 "," 9,954 "
6166,WA,BEV, 6 , 9 , 26 
6166,WA,HFCEV, -   , -   , -   
6166,WA,Hybrid/PHEV, 47 , 69 , 94 
6167,WA,ICE," 19,038 "," 19,710 "," 20,283 "
6167,WA,BEV, 9 , 26 , 36 
6167,WA,HFCEV, -   , -   , -   
6167,WA,Hybrid/PHEV, 109 , 140 , 188 
6168,WA,ICE," 19,196 "," 19,666 "," 19,784 "
6168,WA,BEV, -   , 8 , 18 
6168,WA,HFCEV, -   , -   , -   
6168,WA,Hybrid/PHEV, 96 , 171 , 225 
6169,WA,ICE," 25,911 "," 25,925 "," 26,315 "
6169,WA,BEV, 8 , 16 , 36 
6169,WA,HFCEV, -   , -   , -   
6169,WA,Hybrid/PHEV, 138 , 176 , 205 
6170,WA,ICE," 10,541 "," 10,983 "," 11,589 "
6170,WA,BEV, 3 , 18 , 41 
6170,WA,HFCEV, -   , -   , -   
6170,WA,Hybrid/PHEV, 104 , 130 , 167 
6171,WA,ICE," 24,193 "," 25,123 "," 26,229 "
6171,WA,BEV, 4 , 24 , 52 
6171,WA,HFCEV, -   , -   , -   
6171,WA,Hybrid/PHEV, 143 , 198 , 264 
6172,WA,ICE," 9,728 "," 9,749 "," 9,785 "
6172,WA,BEV, 3 , 9 , 13 
6172,WA,HFCEV, -   , -   , -   
6172,WA,Hybrid/PHEV, 36 , 60 , 85 
6173,WA,ICE," 8,577 "," 8,688 "," 8,897 "
6173,WA,BEV, -   , 4 , 17 
6173,WA,HFCEV, -   , -   , -   
6173,WA,Hybrid/PHEV, 61 , 82 , 110 
6174,WA,ICE," 3,755 "," 3,906 "," 4,160 "
6174,WA,BEV, -   , 3 , 11 
6174,WA,HFCEV, -   , -   , -   
6174,WA,Hybrid/PHEV, 10 , 20 , 39 
6175,WA,ICE," 2,895 "," 2,964 "," 3,112 "
6175,WA,BEV, 3 , 4 , 8 
6175,WA,HFCEV, -   , -   , -   
6175,WA,Hybrid/PHEV, 15 , 23 , 29 
6176,WA,ICE," 1,536 "," 1,627 "," 1,691 "
6176,WA,BEV, -   , 4 , 6 
6176,WA,HFCEV, -   , -   , -   
6176,WA,Hybrid/PHEV, 7 , 11 , 16 
6180,WA,ICE," 4,439 "," 4,734 "," 5,044 "
6180,WA,BEV, -   , 5 , 10 
6180,WA,HFCEV, -   , -   , -   
6180,WA,Hybrid/PHEV, 28 , 40 , 69 
6181,WA,ICE, 497 , 502 , 510 
6181,WA,BEV, -   , -   , -   
6181,WA,HFCEV, -   , -   , -   
6181,WA,Hybrid/PHEV, -   , 4 , 5 
6207,WA,ICE," 1,116 "," 1,287 "," 1,349 "
6207,WA,BEV, 3 , 3 , 4 
6207,WA,HFCEV, -   , -   , -   
6207,WA,Hybrid/PHEV, 3 , 10 , 8 
6208,WA,ICE," 10,797 "," 11,077 "," 11,489 "
6208,WA,BEV, -   , 3 , 7 
6208,WA,HFCEV, -   , -   , -   
6208,WA,Hybrid/PHEV, 54 , 68 , 91 
6209,WA,ICE," 1,938 "," 1,999 "," 2,062 "
6209,WA,BEV, -   , 3 , 3 
6209,WA,HFCEV, -   , -   , -   
6209,WA,Hybrid/PHEV, 9 , 12 , 21 
6210,WA,ICE," 57,190 "," 58,485 "," 59,734 "
6210,WA,BEV, 23 , 60 , 111 
6210,WA,HFCEV, -   , -   , -   
6210,WA,Hybrid/PHEV, 319 , 484 , 674 
6211,WA,ICE," 6,702 "," 7,013 "," 7,355 "
6211,WA,BEV, 3 , 7 , 9 
6211,WA,HFCEV, -   , -   , -   
6211,WA,Hybrid/PHEV, 33 , 51 , 67 
6213,WA,ICE, 692 , 696 , 709 
6213,WA,BEV, -   , -   , -   
6213,WA,HFCEV, -   , -   , -   
6213,WA,Hybrid/PHEV, 3 , 5 , 6 
6214,WA,ICE, 730 , 777 , 787 
6214,WA,BEV, -   , -   , 3 
6214,WA,HFCEV, -   , -   , -   
6214,WA,Hybrid/PHEV, -   , -   , 3 
6215,WA,ICE," 4,249 "," 4,368 "," 4,622 "
6215,WA,BEV, 3 , 3 , 6 
6215,WA,HFCEV, -   , -   , -   
6215,WA,Hybrid/PHEV, 8 , 19 , 22 
6218,WA,ICE, 472 , 491 , 541 
6218,WA,BEV, -   , -   , 3 
6218,WA,HFCEV, -   , -   , -   
6218,WA,Hybrid/PHEV, 3 , 3 , 4 
6219,WA,ICE, 73 , 141 , 190 
6219,WA,BEV, -   , -   , -   
6219,WA,HFCEV, -   , -   , -   
6219,WA,Hybrid/PHEV, -   , -   , -   
6220,WA,ICE," 4,519 "," 4,504 "," 4,594 "
6220,WA,BEV, -   , 3 , 4 
6220,WA,HFCEV, -   , -   , -   
6220,WA,Hybrid/PHEV, 14 , 20 , 30 
6221,WA,ICE, 275 , 286 , 304 
6221,WA,BEV, -   , 3 , -   
6221,WA,HFCEV, -   , -   , -   
6221,WA,Hybrid/PHEV, -   , -   , 3 
6223,WA,ICE, 229 , 225 , 229 
6223,WA,BEV, -   , -   , -   
6223,WA,HFCEV, -   , -   , -   
6223,WA,Hybrid/PHEV, -   , -   , -   
6224,WA,ICE," 1,249 "," 1,240 "," 1,263 "
6224,WA,BEV, -   , -   , -   
6224,WA,HFCEV, -   , -   , -   
6224,WA,Hybrid/PHEV, -   , 3 , 3 
6225,WA,ICE," 8,374 "," 8,599 "," 8,733 "
6225,WA,BEV, -   , 3 , 3 
6225,WA,HFCEV, -   , -   , -   
6225,WA,Hybrid/PHEV, 21 , 33 , 40 
6226,WA,ICE, 870 , 882 , 921 
6226,WA,BEV, 3 , -   , 3 
6226,WA,HFCEV, -   , -   , -   
6226,WA,Hybrid/PHEV, 4 , 6 , 13 
6227,WA,ICE, 716 , 747 , 747 
6227,WA,BEV, -   , -   , -   
6227,WA,HFCEV, -   , -   , -   
6227,WA,Hybrid/PHEV, -   , 4 , 7 
6228,WA,ICE, 196 , 180 , 190 
6228,WA,BEV, -   , -   , -   
6228,WA,HFCEV, -   , -   , -   
6228,WA,Hybrid/PHEV, -   , -   , -   
6229,WA,ICE, 818 , 936 , 968 
6229,WA,BEV, -   , -   , -   
6229,WA,HFCEV, -   , -   , -   
6229,WA,Hybrid/PHEV, 3 , 3 , -   
6230,WA,ICE," 36,156 "," 37,041 "," 37,473 "
6230,WA,BEV, 9 , 20 , 44 
6230,WA,HFCEV, -   , -   , -   
6230,WA,Hybrid/PHEV, 190 , 300 , 412 
6232,WA,ICE," 8,276 "," 8,539 "," 8,740 "
6232,WA,BEV, 3 , -   , 6 
6232,WA,HFCEV, -   , -   , -   
6232,WA,Hybrid/PHEV, 30 , 49 , 69 
6233,WA,ICE," 16,160 "," 16,484 "," 16,939 "
6233,WA,BEV, -   , -   , 9 
6233,WA,HFCEV, -   , -   , -   
6233,WA,Hybrid/PHEV, 70 , 107 , 163 
6236,WA,ICE," 2,165 "," 2,195 "," 2,301 "
6236,WA,BEV, -   , -   , 3 
6236,WA,HFCEV, -   , -   , -   
6236,WA,Hybrid/PHEV, 8 , 13 , 13 
6237,WA,ICE," 2,476 "," 2,612 "," 2,675 "
6237,WA,BEV, -   , -   , 4 
6237,WA,HFCEV, -   , -   , -   
6237,WA,Hybrid/PHEV, 12 , 15 , 26 
6239,WA,ICE," 4,466 "," 4,606 "," 4,728 "
6239,WA,BEV, -   , -   , -   
6239,WA,HFCEV, -   , -   , -   
6239,WA,Hybrid/PHEV, 15 , 25 , 41 
6240,WA,ICE, 158 , 158 , 159 
6240,WA,BEV, -   , -   , -   
6240,WA,HFCEV, -   , -   , -   
6240,WA,Hybrid/PHEV, -   , -   , -   
6243,WA,ICE, 70 , 81 , 78 
6243,WA,BEV, -   , -   , -   
6243,WA,HFCEV, -   , -   , -   
6243,WA,Hybrid/PHEV, -   , -   , -   
6244,WA,ICE," 1,722 "," 1,791 "," 1,846 "
6244,WA,BEV, -   , -   , -   
6244,WA,HFCEV, -   , -   , -   
6244,WA,Hybrid/PHEV, 4 , 6 , 12 
6251,WA,ICE, 393 , 435 , 456 
6251,WA,BEV, -   , -   , -   
6251,WA,HFCEV, -   , -   , -   
6251,WA,Hybrid/PHEV, 4 , 3 , 4 
6252,WA,ICE, 124 , 135 , 133 
6252,WA,BEV, -   , -   , -   
6252,WA,HFCEV, -   , -   , -   
6252,WA,Hybrid/PHEV, -   , 3 , 3 
6253,WA,ICE, 687 , 703 , 720 
6253,WA,BEV, 3 , -   , 3 
6253,WA,HFCEV, -   , -   , -   
6253,WA,Hybrid/PHEV, -   , 4 , 4 
6254,WA,ICE, 590 , 583 , 663 
6254,WA,BEV, -   , -   , 3 
6254,WA,HFCEV, -   , -   , -   
6254,WA,Hybrid/PHEV, 3 , -   , 6 
6255,WA,ICE," 3,971 "," 4,124 "," 4,230 "
6255,WA,BEV, -   , -   , -   
6255,WA,HFCEV, -   , -   , -   
6255,WA,Hybrid/PHEV, 22 , 30 , 46 
6256,WA,ICE, 228 , 269 , 299 
6256,WA,BEV, -   , -   , -   
6256,WA,HFCEV, -   , -   , -   
6256,WA,Hybrid/PHEV, -   , -   , 3 
6258,WA,ICE," 6,006 "," 6,195 "," 6,272 "
6258,WA,BEV, -   , 6 , 4 
6258,WA,HFCEV, -   , -   , -   
6258,WA,Hybrid/PHEV, 24 , 38 , 62 
6260,WA,ICE," 1,380 "," 1,410 "," 1,414 "
6260,WA,BEV, -   , -   , 3 
6260,WA,HFCEV, -   , -   , -   
6260,WA,Hybrid/PHEV, 5 , 6 , 9 
6262,WA,ICE, 810 , 820 , 838 
6262,WA,BEV, -   , -   , -   
6262,WA,HFCEV, -   , -   , -   
6262,WA,Hybrid/PHEV, 4 , 4 , 5 
6271,WA,ICE," 3,191 "," 3,319 "," 3,422 "
6271,WA,BEV, -   , -   , 3 
6271,WA,HFCEV, -   , -   , -   
6271,WA,Hybrid/PHEV, 7 , 17 , 22 
6275,WA,ICE," 1,470 "," 1,501 "," 1,555 "
6275,WA,BEV, 3 , 3 , 4 
6275,WA,HFCEV, -   , -   , -   
6275,WA,Hybrid/PHEV, 14 , 16 , 14 
6280,WA,ICE," 25,194 "," 26,060 "," 26,498 "
6280,WA,BEV, 5 , 16 , 29 
6280,WA,HFCEV, -   , -   , -   
6280,WA,Hybrid/PHEV, 179 , 272 , 382 
6281,WA,ICE," 7,168 "," 7,482 "," 7,703 "
6281,WA,BEV, 5 , 9 , 25 
6281,WA,HFCEV, -   , -   , -   
6281,WA,Hybrid/PHEV, 55 , 80 , 120 
6282,WA,ICE," 1,563 "," 1,644 "," 1,668 "
6282,WA,BEV, 3 , 3 , 11 
6282,WA,HFCEV, -   , -   , -   
6282,WA,Hybrid/PHEV, 15 , 20 , 26 
6284,WA,ICE," 2,411 "," 2,532 "," 2,595 "
6284,WA,BEV, -   , -   , 7 
6284,WA,HFCEV, -   , -   , -   
6284,WA,Hybrid/PHEV, 18 , 21 , 28 
6285,WA,ICE," 8,965 "," 9,384 "," 9,612 "
6285,WA,BEV, 8 , 16 , 35 
6285,WA,HFCEV, -   , -   , -   
6285,WA,Hybrid/PHEV, 50 , 70 , 104 
6286,WA,ICE, 783 , 892 ," 1,079 "
6286,WA,BEV, -   , -   , 4 
6286,WA,HFCEV, -   , -   , -   
6286,WA,Hybrid/PHEV, 5 , 11 , 12 
6288,WA,ICE, 659 , 675 , 713 
6288,WA,BEV, -   , -   , -   
6288,WA,HFCEV, -   , -   , -   
6288,WA,Hybrid/PHEV, -   , 5 , 4 
6290,WA,ICE," 1,838 "," 1,886 "," 1,943 "
6290,WA,BEV, -   , -   , 4 
6290,WA,HFCEV, -   , -   , -   
6290,WA,Hybrid/PHEV, 8 , 12 , 17 
6302,WA,ICE," 3,665 "," 3,784 "," 3,920 "
6302,WA,BEV, -   , 3 , 3 
6302,WA,HFCEV, -   , -   , -   
6302,WA,Hybrid/PHEV, 18 , 22 , 27 
6304,WA,ICE," 1,870 "," 1,913 "," 1,996 "
6304,WA,BEV, -   , 3 , -   
6304,WA,HFCEV, -   , -   , -   
6304,WA,Hybrid/PHEV, 7 , 9 , 7 
6306,WA,ICE," 1,064 "," 1,079 "," 1,087 "
6306,WA,BEV, -   , -   , -   
6306,WA,HFCEV, -   , -   , -   
6306,WA,Hybrid/PHEV, 3 , -   , 4 
6308,WA,ICE," 1,768 "," 1,786 "," 1,828 "
6308,WA,BEV, -   , -   , 3 
6308,WA,HFCEV, -   , -   , -   
6308,WA,Hybrid/PHEV, -   , 4 , 6 
6309,WA,ICE, 379 , 371 , 417 
6309,WA,BEV, -   , -   , -   
6309,WA,HFCEV, -   , -   , -   
6309,WA,Hybrid/PHEV, -   , -   , -   
6311,WA,ICE, 649 , 662 , 641 
6311,WA,BEV, -   , -   , -   
6311,WA,HFCEV, -   , -   , -   
6311,WA,Hybrid/PHEV, -   , 3 , 6 
6312,WA,ICE," 3,884 "," 3,925 "," 3,937 "
6312,WA,BEV, -   , -   , 3 
6312,WA,HFCEV, -   , -   , -   
6312,WA,Hybrid/PHEV, 16 , 24 , 28 
6313,WA,ICE, 229 , 242 , 234 
6313,WA,BEV, -   , -   , -   
6313,WA,HFCEV, -   , -   , -   
6313,WA,Hybrid/PHEV, -   , -   , -   
6315,WA,ICE," 1,989 "," 2,009 "," 2,021 "
6315,WA,BEV, -   , -   , -   
6315,WA,HFCEV, -   , -   , -   
6315,WA,Hybrid/PHEV, 5 , 8 , 12 
6316,WA,ICE, 466 , 459 , 448 
6316,WA,BEV, -   , -   , -   
6316,WA,HFCEV, -   , -   , -   
6316,WA,Hybrid/PHEV, -   , -   , -   
6317,WA,ICE," 3,535 "," 3,523 "," 3,552 "
6317,WA,BEV, 3 , 3 , 3 
6317,WA,HFCEV, -   , -   , -   
6317,WA,Hybrid/PHEV, 13 , 20 , 25 
6318,WA,ICE, 544 , 586 , 591 
6318,WA,BEV, -   , -   , -   
6318,WA,HFCEV, -   , -   , -   
6318,WA,Hybrid/PHEV, 3 , -   , -   
6320,WA,ICE, 633 , 637 , 646 
6320,WA,BEV, -   , -   , -   
6320,WA,HFCEV, -   , -   , -   
6320,WA,Hybrid/PHEV, -   , 3 , 3 
6321,WA,ICE, 567 , 582 , 578 
6321,WA,BEV, -   , -   , -   
6321,WA,HFCEV, -   , -   , -   
6321,WA,Hybrid/PHEV, 3 , 3 , -   
6322,WA,ICE, 307 , 300 , 316 
6322,WA,BEV, -   , -   , -   
6322,WA,HFCEV, -   , -   , -   
6322,WA,Hybrid/PHEV, 3 , 3 , -   
6323,WA,ICE," 1,097 "," 1,101 "," 1,183 "
6323,WA,BEV, -   , -   , -   
6323,WA,HFCEV, -   , -   , -   
6323,WA,Hybrid/PHEV, 3 , 4 , 5 
6324,WA,ICE," 3,526 "," 3,649 "," 3,713 "
6324,WA,BEV, -   , -   , 3 
6324,WA,HFCEV, -   , -   , -   
6324,WA,Hybrid/PHEV, 7 , 11 , 20 
6326,WA,ICE, 598 , 598 , 610 
6326,WA,BEV, -   , -   , 3 
6326,WA,HFCEV, -   , -   , -   
6326,WA,Hybrid/PHEV, 3 , 4 , 5 
6327,WA,ICE, 286 , 304 , 301 
6327,WA,BEV, -   , -   , -   
6327,WA,HFCEV, -   , -   , -   
6327,WA,Hybrid/PHEV, -   , -   , -   
6328,WA,ICE, 574 , 556 , 578 
6328,WA,BEV, -   , -   , -   
6328,WA,HFCEV, -   , -   , -   
6328,WA,Hybrid/PHEV, -   , 3 , 3 
6330,WA,ICE," 32,395 "," 32,993 "," 33,650 "
6330,WA,BEV, 11 , 16 , 32 
6330,WA,HFCEV, -   , -   , -   
