Postcode,State,Fuel Type, Registrations as at 31 January 2021 , Registrations as at 31 January 2022 , Registrations as at 31 January 2023 
4350,QLD,Hybrid/PHEV, 783 ," 1,183 "," 1,659 "
4352,QLD,ICE," 25,319 "," 26,405 "," 27,459 "
4352,QLD,BEV, 9 , 17 , 38 
4352,QLD,HFCEV, -   , -   , -   
4352,QLD,Hybrid/PHEV, 157 , 244 , 329 
4353,QLD,ICE, 334 , 337 , 347 
4353,QLD,BEV, -   , -   , -   
4353,QLD,HFCEV, -   , -   , -   
4353,QLD,Hybrid/PHEV, -   , -   , -   
4354,QLD,ICE," 1,067 "," 1,062 "," 1,108 "
4354,QLD,BEV, -   , -   , -   
4354,QLD,HFCEV, -   , -   , -   
4354,QLD,Hybrid/PHEV, -   , 5 , 9 
4355,QLD,ICE," 2,321 "," 2,395 "," 2,471 "
4355,QLD,BEV, -   , -   , 3 
4355,QLD,HFCEV, -   , -   , -   
4355,QLD,Hybrid/PHEV, 10 , 12 , 19 
4356,QLD,ICE," 4,636 "," 4,609 "," 4,738 "
4356,QLD,BEV, -   , -   , -   
4356,QLD,HFCEV, -   , -   , -   
4356,QLD,Hybrid/PHEV, 14 , 25 , 42 
4357,QLD,ICE," 2,474 "," 2,522 "," 2,619 "
4357,QLD,BEV, -   , -   , -   
4357,QLD,HFCEV, -   , -   , -   
4357,QLD,Hybrid/PHEV, 6 , 10 , 13 
4358,QLD,ICE," 2,296 "," 2,392 "," 2,483 "
4358,QLD,BEV, -   , -   , -   
4358,QLD,HFCEV, -   , -   , -   
4358,QLD,Hybrid/PHEV, 11 , 12 , 19 
4359,QLD,ICE," 1,166 "," 1,205 "," 1,249 "
4359,QLD,BEV, -   , 3 , 3 
4359,QLD,HFCEV, -   , -   , -   
4359,QLD,Hybrid/PHEV, 6 , 4 , 9 
4360,QLD,ICE, 584 , 553 , 580 
4360,QLD,BEV, -   , 3 , 3 
4360,QLD,HFCEV, -   , -   , -   
4360,QLD,Hybrid/PHEV, 5 , 6 , 8 
4361,QLD,ICE," 2,505 "," 2,548 "," 2,625 "
4361,QLD,BEV, -   , -   , -   
4361,QLD,HFCEV, -   , -   , -   
4361,QLD,Hybrid/PHEV, 12 , 14 , 16 
4362,QLD,ICE," 2,361 "," 2,400 "," 2,459 "
4362,QLD,BEV, -   , -   , -   
4362,QLD,HFCEV, -   , -   , -   
4362,QLD,Hybrid/PHEV, 6 , 13 , 24 
4363,QLD,ICE, 614 , 662 , 666 
4363,QLD,BEV, -   , -   , -   
4363,QLD,HFCEV, -   , -   , -   
4363,QLD,Hybrid/PHEV, -   , -   , 6 
4364,QLD,ICE, 244 , 259 , 269 
4364,QLD,BEV, -   , -   , -   
4364,QLD,HFCEV, -   , -   , -   
4364,QLD,Hybrid/PHEV, 3 , -   , 3 
4365,QLD,ICE, 506 , 505 , 536 
4365,QLD,BEV, -   , -   , -   
4365,QLD,HFCEV, -   , -   , -   
4365,QLD,Hybrid/PHEV, 3 , 3 , 3 
4370,QLD,ICE," 15,785 "," 16,147 "," 16,788 "
4370,QLD,BEV, 3 , 3 , 10 
4370,QLD,HFCEV, -   , -   , -   
4370,QLD,Hybrid/PHEV, 57 , 88 , 120 
4371,QLD,ICE, 668 , 694 , 716 
4371,QLD,BEV, -   , -   , -   
4371,QLD,HFCEV, -   , -   , -   
4371,QLD,Hybrid/PHEV, 4 , 4 , 5 
4372,QLD,ICE, 158 , 169 , 172 
4372,QLD,BEV, -   , -   , -   
4372,QLD,HFCEV, -   , -   , -   
4372,QLD,Hybrid/PHEV, -   , -   , 3 
4373,QLD,ICE," 1,036 "," 1,041 "," 1,041 "
4373,QLD,BEV, -   , -   , 3 
4373,QLD,HFCEV, -   , -   , -   
4373,QLD,Hybrid/PHEV, 3 , 3 , 4 
4374,QLD,ICE, 416 , 447 , 440 
4374,QLD,BEV, -   , -   , -   
4374,QLD,HFCEV, -   , -   , -   
4374,QLD,Hybrid/PHEV, -   , 3 , 3 
4375,QLD,ICE, 228 , 224 , 214 
4375,QLD,BEV, -   , -   , -   
4375,QLD,HFCEV, -   , -   , -   
4375,QLD,Hybrid/PHEV, -   , 3 , -   
4376,QLD,ICE, 356 , 344 , 363 
4376,QLD,BEV, -   , -   , -   
4376,QLD,HFCEV, -   , -   , -   
4376,QLD,Hybrid/PHEV, -   , -   , -   
4377,QLD,ICE, 573 , 559 , 573 
4377,QLD,BEV, -   , -   , -   
4377,QLD,HFCEV, -   , -   , -   
4377,QLD,Hybrid/PHEV, -   , -   , -   
4378,QLD,ICE, 506 , 531 , 531 
4378,QLD,BEV, -   , -   , -   
4378,QLD,HFCEV, -   , -   , -   
4378,QLD,Hybrid/PHEV, -   , 3 , 3 
4380,QLD,ICE," 6,971 "," 7,081 "," 7,265 "
4380,QLD,BEV, -   , 3 , 5 
4380,QLD,HFCEV, -   , -   , -   
4380,QLD,Hybrid/PHEV, 32 , 41 , 51 
4381,QLD,ICE, 506 , 544 , 550 
4381,QLD,BEV, -   , -   , -   
4381,QLD,HFCEV, -   , -   , -   
4381,QLD,Hybrid/PHEV, -   , 3 , -   
4382,QLD,ICE, 528 , 532 , 528 
4382,QLD,BEV, -   , -   , 3 
4382,QLD,HFCEV, -   , -   , -   
4382,QLD,Hybrid/PHEV, 3 , -   , 3 
4383,QLD,ICE, 546 , 547 , 582 
4383,QLD,BEV, -   , -   , -   
4383,QLD,HFCEV, -   , -   , -   
4383,QLD,Hybrid/PHEV, 3 , -   , 3 
4384,QLD,ICE, 30 , 33 , 41 
4384,QLD,BEV, -   , -   , -   
4384,QLD,HFCEV, -   , -   , -   
4384,QLD,Hybrid/PHEV, -   , -   , -   
4385,QLD,ICE," 1,169 "," 1,141 "," 1,163 "
4385,QLD,BEV, -   , -   , -   
4385,QLD,HFCEV, -   , -   , -   
4385,QLD,Hybrid/PHEV, -   , 3 , 3 
4387,QLD,ICE," 1,145 "," 1,189 "," 1,188 "
4387,QLD,BEV, -   , -   , -   
4387,QLD,HFCEV, -   , -   , -   
4387,QLD,Hybrid/PHEV, 3 , 5 , 4 
4388,QLD,ICE, 428 , 418 , 399 
4388,QLD,BEV, -   , -   , -   
4388,QLD,HFCEV, -   , -   , -   
4388,QLD,Hybrid/PHEV, -   , -   , 3 
4390,QLD,ICE," 6,790 "," 6,979 "," 7,246 "
4390,QLD,BEV, -   , -   , -   
4390,QLD,HFCEV, -   , -   , -   
4390,QLD,Hybrid/PHEV, 24 , 49 , 63 
4400,QLD,ICE," 1,771 "," 1,791 "," 1,833 "
4400,QLD,BEV, -   , -   , 3 
4400,QLD,HFCEV, -   , -   , -   
4400,QLD,Hybrid/PHEV, 6 , 8 , 14 
4401,QLD,ICE," 4,537 "," 4,662 "," 4,781 "
4401,QLD,BEV, -   , -   , 3 
4401,QLD,HFCEV, -   , -   , -   
4401,QLD,Hybrid/PHEV, 27 , 34 , 50 
4402,QLD,ICE, 291 , 316 , 338 
4402,QLD,BEV, -   , -   , -   
4402,QLD,HFCEV, -   , -   , -   
4402,QLD,Hybrid/PHEV, -   , -   , -   
4403,QLD,ICE, 774 , 783 , 821 
4403,QLD,BEV, -   , -   , -   
4403,QLD,HFCEV, -   , -   , -   
4403,QLD,Hybrid/PHEV, 3 , 5 , 5 
4404,QLD,ICE, 471 , 478 , 476 
4404,QLD,BEV, -   , -   , -   
4404,QLD,HFCEV, -   , -   , -   
4404,QLD,Hybrid/PHEV, -   , -   , 3 
4405,QLD,ICE," 11,951 "," 12,073 "," 12,445 "
4405,QLD,BEV, 3 , 4 , 14 
4405,QLD,HFCEV, -   , -   , -   
4405,QLD,Hybrid/PHEV, 83 , 90 , 143 
4406,QLD,ICE," 1,396 "," 1,456 "," 1,494 "
4406,QLD,BEV, -   , -   , -   
4406,QLD,HFCEV, -   , -   , -   
4406,QLD,Hybrid/PHEV, 4 , 5 , 7 
4407,QLD,ICE, 533 , 546 , 562 
4407,QLD,BEV, -   , -   , -   
4407,QLD,HFCEV, -   , -   , -   
4407,QLD,Hybrid/PHEV, -   , -   , -   
4408,QLD,ICE, 600 , 588 , 595 
4408,QLD,BEV, -   , -   , -   
4408,QLD,HFCEV, -   , -   , -   
4408,QLD,Hybrid/PHEV, 3 , 3 , 4 
4410,QLD,ICE," 1,181 "," 1,185 "," 1,214 "
4410,QLD,BEV, -   , -   , -   
4410,QLD,HFCEV, -   , -   , -   
4410,QLD,Hybrid/PHEV, 5 , 6 , 6 
4411,QLD,ICE, 230 , 237 , 259 
4411,QLD,BEV, -   , -   , -   
4411,QLD,HFCEV, -   , -   , -   
4411,QLD,Hybrid/PHEV, -   , 3 , 3 
4412,QLD,ICE, 212 , 222 , 239 
4412,QLD,BEV, -   , -   , -   
4412,QLD,HFCEV, -   , -   , -   
4412,QLD,Hybrid/PHEV, 3 , -   , 3 
4413,QLD,ICE," 6,738 "," 6,864 "," 7,195 "
4413,QLD,BEV, -   , -   , 3 
4413,QLD,HFCEV, -   , -   , -   
4413,QLD,Hybrid/PHEV, 19 , 31 , 41 
4415,QLD,ICE," 1,777 "," 1,821 "," 1,871 "
4415,QLD,BEV, -   , -   , -   
4415,QLD,HFCEV, -   , -   , -   
4415,QLD,Hybrid/PHEV, 6 , 8 , 13 
4416,QLD,ICE, 491 , 508 , 513 
4416,QLD,BEV, -   , -   , -   
4416,QLD,HFCEV, -   , -   , -   
4416,QLD,Hybrid/PHEV, -   , 3 , -   
4417,QLD,ICE, 528 , 536 , 561 
4417,QLD,BEV, -   , -   , -   
4417,QLD,HFCEV, -   , -   , -   
4417,QLD,Hybrid/PHEV, 3 , 3 , 3 
4418,QLD,ICE, 119 , 119 , 124 
4418,QLD,BEV, -   , -   , -   
4418,QLD,HFCEV, -   , -   , -   
4418,QLD,Hybrid/PHEV, -   , -   , -   
4419,QLD,ICE, 900 , 935 , 957 
4419,QLD,BEV, -   , -   , -   
4419,QLD,HFCEV, -   , -   , -   
4419,QLD,Hybrid/PHEV, -   , -   , 4 
4420,QLD,ICE," 1,216 "," 1,249 "," 1,258 "
4420,QLD,BEV, -   , -   , -   
4420,QLD,HFCEV, -   , -   , -   
4420,QLD,Hybrid/PHEV, 3 , 3 , 3 
4421,QLD,ICE," 2,100 "," 2,157 "," 2,232 "
4421,QLD,BEV, -   , -   , -   
4421,QLD,HFCEV, -   , -   , -   
4421,QLD,Hybrid/PHEV, 4 , 7 , 8 
4422,QLD,ICE, 506 , 501 , 503 
4422,QLD,BEV, -   , -   , -   
4422,QLD,HFCEV, -   , -   , -   
4422,QLD,Hybrid/PHEV, -   , -   , 3 
4423,QLD,ICE, 208 , 206 , 216 
4423,QLD,BEV, -   , -   , -   
4423,QLD,HFCEV, -   , -   , -   
4423,QLD,Hybrid/PHEV, -   , -   , -   
4424,QLD,ICE, 179 , 185 , 206 
4424,QLD,BEV, -   , -   , -   
4424,QLD,HFCEV, -   , -   , -   
4424,QLD,Hybrid/PHEV, -   , -   , -   
4425,QLD,ICE, 219 , 239 , 219 
4425,QLD,BEV, -   , -   , -   
4425,QLD,HFCEV, -   , -   , -   
4425,QLD,Hybrid/PHEV, -   , -   , -   
4426,QLD,ICE, 113 , 109 , 106 
4426,QLD,BEV, -   , -   , -   
4426,QLD,HFCEV, -   , -   , -   
4426,QLD,Hybrid/PHEV, -   , -   , -   
4427,QLD,ICE, 345 , 354 , 390 
4427,QLD,BEV, -   , -   , -   
4427,QLD,HFCEV, -   , -   , -   
4427,QLD,Hybrid/PHEV, -   , 3 , 3 
4428,QLD,ICE, 655 , 608 , 634 
4428,QLD,BEV, -   , -   , -   
4428,QLD,HFCEV, -   , -   , -   
4428,QLD,Hybrid/PHEV, 3 , 3 , -   
4454,QLD,ICE, 727 , 753 , 782 
4454,QLD,BEV, -   , -   , -   
4454,QLD,HFCEV, -   , -   , -   
4454,QLD,Hybrid/PHEV, 3 , 3 , 3 
4455,QLD,ICE," 7,533 "," 7,667 "," 7,591 "
4455,QLD,BEV, -   , -   , 3 
4455,QLD,HFCEV, -   , -   , -   
4455,QLD,Hybrid/PHEV, 28 , 47 , 59 
4461,QLD,ICE, 56 , 56 , 55 
4461,QLD,BEV, -   , -   , -   
4461,QLD,HFCEV, -   , -   , -   
4461,QLD,Hybrid/PHEV, -   , -   , -   
4462,QLD,ICE, 98 , 92 , 94 
4462,QLD,BEV, -   , -   , -   
4462,QLD,HFCEV, -   , -   , -   
4462,QLD,Hybrid/PHEV, -   , -   , -   
4465,QLD,ICE," 1,115 "," 1,157 "," 1,158 "
4465,QLD,BEV, -   , -   , -   
4465,QLD,HFCEV, -   , -   , -   
4465,QLD,Hybrid/PHEV, 3 , 3 , 5 
4467,QLD,ICE, 159 , 156 , 152 
4467,QLD,BEV, -   , -   , -   
4467,QLD,HFCEV, -   , -   , -   
4467,QLD,Hybrid/PHEV, -   , -   , -   
4468,QLD,ICE, 294 , 304 , 321 
4468,QLD,BEV, -   , -   , -   
4468,QLD,HFCEV, -   , -   , -   
4468,QLD,Hybrid/PHEV, -   , -   , -   
4470,QLD,ICE," 2,715 "," 2,713 "," 2,815 "
4470,QLD,BEV, 3 , -   , -   
4470,QLD,HFCEV, -   , -   , -   
4470,QLD,Hybrid/PHEV, 7 , 11 , 16 
4472,QLD,ICE," 1,306 "," 1,334 "," 1,338 "
4472,QLD,BEV, -   , -   , -   
4472,QLD,HFCEV, -   , -   , -   
4472,QLD,Hybrid/PHEV, -   , -   , 3 
4474,QLD,ICE, 46 , 70 , 65 
4474,QLD,BEV, -   , -   , -   
4474,QLD,HFCEV, -   , -   , -   
4474,QLD,Hybrid/PHEV, -   , -   , -   
4477,QLD,ICE, 453 , 470 , 468 
4477,QLD,BEV, -   , -   , -   
4477,QLD,HFCEV, -   , -   , -   
4477,QLD,Hybrid/PHEV, -   , -   , -   
4478,QLD,ICE, 462 , 480 , 493 
4478,QLD,BEV, -   , -   , -   
4478,QLD,HFCEV, -   , -   , -   
4478,QLD,Hybrid/PHEV, 3 , 3 , -   
4479,QLD,ICE, 31 , 29 , 35 
4479,QLD,BEV, -   , -   , -   
4479,QLD,HFCEV, -   , -   , -   
4479,QLD,Hybrid/PHEV, -   , -   , -   
4480,QLD,ICE, 808 , 798 , 805 
4480,QLD,BEV, -   , -   , -   
4480,QLD,HFCEV, -   , -   , -   
4480,QLD,Hybrid/PHEV, 3 , 3 , 3 
4481,QLD,ICE, 139 , 144 , 146 
4481,QLD,BEV, -   , -   , -   
4481,QLD,HFCEV, -   , -   , -   
4481,QLD,Hybrid/PHEV, -   , -   , -   
4482,QLD,ICE, 127 , 117 , 133 
4482,QLD,BEV, -   , -   , -   
4482,QLD,HFCEV, -   , -   , -   
4482,QLD,Hybrid/PHEV, -   , -   , -   
4486,QLD,ICE, 823 , 852 , 912 
4486,QLD,BEV, -   , -   , -   
4486,QLD,HFCEV, -   , -   , -   
4486,QLD,Hybrid/PHEV, -   , -   , 3 
4487,QLD,ICE," 2,943 "," 2,977 "," 2,991 "
4487,QLD,BEV, -   , -   , -   
4487,QLD,HFCEV, -   , -   , -   
4487,QLD,Hybrid/PHEV, 7 , 14 , 24 
4488,QLD,ICE, 214 , 229 , 242 
4488,QLD,BEV, -   , -   , -   
4488,QLD,HFCEV, -   , -   , -   
4488,QLD,Hybrid/PHEV, -   , -   , -   
4489,QLD,ICE, 112 , 134 , 123 
4489,QLD,BEV, -   , -   , -   
4489,QLD,HFCEV, -   , -   , -   
4489,QLD,Hybrid/PHEV, -   , -   , -   
4490,QLD,ICE," 1,238 "," 1,229 "," 1,255 "
4490,QLD,BEV, -   , -   , -   
4490,QLD,HFCEV, -   , -   , -   
4490,QLD,Hybrid/PHEV, 3 , 3 , 6 
4491,QLD,ICE, 97 , 94 , 90 
4491,QLD,BEV, -   , -   , -   
4491,QLD,HFCEV, -   , -   , -   
4491,QLD,Hybrid/PHEV, -   , -   , 3 
4492,QLD,ICE, 309 , 315 , 340 
4492,QLD,BEV, -   , -   , -   
4492,QLD,HFCEV, -   , -   , -   
4492,QLD,Hybrid/PHEV, -   , -   , -   
4493,QLD,ICE, 45 , 40 , 43 
4493,QLD,BEV, -   , -   , -   
4493,QLD,HFCEV, -   , -   , -   
4493,QLD,Hybrid/PHEV, -   , -   , -   
4494,QLD,ICE, 126 , 123 , 150 
4494,QLD,BEV, -   , -   , -   
4494,QLD,HFCEV, -   , -   , -   
4494,QLD,Hybrid/PHEV, -   , -   , -   
4496,QLD,ICE, 333 , 350 , 363 
4496,QLD,BEV, -   , -   , -   
4496,QLD,HFCEV, -   , -   , -   
4496,QLD,Hybrid/PHEV, -   , -   , -   
4497,QLD,ICE, 393 , 395 , 405 
4497,QLD,BEV, -   , -   , -   
4497,QLD,HFCEV, -   , -   , -   
4497,QLD,Hybrid/PHEV, -   , -   , 3 
4498,QLD,ICE, 217 , 236 , 235 
4498,QLD,BEV, -   , -   , -   
4498,QLD,HFCEV, -   , -   , -   
4498,QLD,Hybrid/PHEV, -   , -   , -   
4500,QLD,ICE," 34,762 "," 35,694 "," 36,927 "
4500,QLD,BEV, 18 , 46 , 106 
4500,QLD,HFCEV, -   , -   , -   
4500,QLD,Hybrid/PHEV, 287 , 397 , 522 
4501,QLD,ICE," 4,491 "," 4,639 "," 4,689 "
4501,QLD,BEV, 3 , 3 , 8 
4501,QLD,HFCEV, -   , -   , -   
4501,QLD,Hybrid/PHEV, 33 , 41 , 63 
4502,QLD,ICE," 6,219 "," 6,241 "," 6,217 "
4502,QLD,BEV, 5 , 10 , 23 
4502,QLD,HFCEV, -   , -   , -   
4502,QLD,Hybrid/PHEV, 31 , 52 , 69 
4503,QLD,ICE," 34,226 "," 35,366 "," 36,773 "
4503,QLD,BEV, 14 , 44 , 87 
4503,QLD,HFCEV, -   , -   , -   
4503,QLD,Hybrid/PHEV, 242 , 357 , 496 
4504,QLD,ICE," 15,178 "," 15,601 "," 16,157 "
4504,QLD,BEV, 10 , 18 , 44 
4504,QLD,HFCEV, -   , -   , -   
4504,QLD,Hybrid/PHEV, 93 , 128 , 169 
4505,QLD,ICE," 19,493 "," 20,512 "," 21,406 "
4505,QLD,BEV, 8 , 14 , 45 
4505,QLD,HFCEV, -   , -   , -   
4505,QLD,Hybrid/PHEV, 114 , 164 , 246 
4506,QLD,ICE," 18,009 "," 18,730 "," 19,233 "
4506,QLD,BEV, 5 , 10 , 23 
4506,QLD,HFCEV, -   , -   , -   
4506,QLD,Hybrid/PHEV, 100 , 130 , 168 
4507,QLD,ICE," 15,661 "," 16,230 "," 16,451 "
4507,QLD,BEV, 11 , 22 , 49 
4507,QLD,HFCEV, -   , -   , -   
4507,QLD,Hybrid/PHEV, 123 , 185 , 243 
4508,QLD,ICE," 13,811 "," 13,897 "," 14,198 "
4508,QLD,BEV, 3 , 7 , 9 
4508,QLD,HFCEV, -   , -   , -   
4508,QLD,Hybrid/PHEV, 63 , 89 , 115 
4509,QLD,ICE," 23,674 "," 24,154 "," 25,530 "
4509,QLD,BEV, 29 , 57 , 135 
4509,QLD,HFCEV, -   , -   , -   
4509,QLD,Hybrid/PHEV, 272 , 403 , 587 
4510,QLD,ICE," 40,018 "," 41,470 "," 43,007 "
4510,QLD,BEV, 10 , 26 , 60 
4510,QLD,HFCEV, -   , -   , -   
4510,QLD,Hybrid/PHEV, 201 , 309 , 473 
4511,QLD,ICE," 7,777 "," 7,978 "," 8,135 "
4511,QLD,BEV, 4 , 5 , 9 
4511,QLD,HFCEV, -   , -   , -   
4511,QLD,Hybrid/PHEV, 33 , 52 , 71 
4512,QLD,ICE," 3,355 "," 3,398 "," 3,466 "
4512,QLD,BEV, 3 , 3 , 4 
4512,QLD,HFCEV, -   , -   , -   
4512,QLD,Hybrid/PHEV, 14 , 34 , 40 
4514,QLD,ICE," 6,153 "," 6,438 "," 6,770 "
4514,QLD,BEV, 3 , 7 , 10 
4514,QLD,HFCEV, -   , -   , -   
4514,QLD,Hybrid/PHEV, 18 , 31 , 43 
4515,QLD,ICE," 3,639 "," 3,699 "," 3,834 "
4515,QLD,BEV, -   , -   , 4 
4515,QLD,HFCEV, -   , -   , -   
4515,QLD,Hybrid/PHEV, 22 , 30 , 35 
4516,QLD,ICE," 3,959 "," 4,006 "," 4,139 "
4516,QLD,BEV, -   , -   , 7 
4516,QLD,HFCEV, -   , -   , -   
4516,QLD,Hybrid/PHEV, 19 , 27 , 35 
4517,QLD,ICE, 799 , 800 , 799 
4517,QLD,BEV, 3 , 3 , -   
4517,QLD,HFCEV, -   , -   , -   
4517,QLD,Hybrid/PHEV, 4 , 3 , 3 
4518,QLD,ICE," 4,600 "," 4,826 "," 5,006 "
4518,QLD,BEV, 3 , 5 , 12 
4518,QLD,HFCEV, -   , -   , -   
4518,QLD,Hybrid/PHEV, 24 , 35 , 48 
4519,QLD,ICE," 7,719 "," 7,939 "," 7,988 "
4519,QLD,BEV, 3 , 6 , 13 
4519,QLD,HFCEV, -   , -   , -   
4519,QLD,Hybrid/PHEV, 46 , 70 , 90 
4520,QLD,ICE," 11,976 "," 12,188 "," 12,270 "
4520,QLD,BEV, 30 , 56 , 112 
4520,QLD,HFCEV, -   , -   , -   
4520,QLD,Hybrid/PHEV, 129 , 148 , 190 
4521,QLD,ICE," 4,356 "," 4,587 "," 4,719 "
4521,QLD,BEV, 3 , 5 , 19 
4521,QLD,HFCEV, -   , -   , -   
4521,QLD,Hybrid/PHEV, 47 , 52 , 67 
4550,QLD,ICE," 3,976 "," 4,096 "," 4,196 "
4550,QLD,BEV, -   , -   , 6 
4550,QLD,HFCEV, -   , -   , -   
4550,QLD,Hybrid/PHEV, 23 , 33 , 49 
4551,QLD,ICE," 49,890 "," 51,709 "," 53,476 "
4551,QLD,BEV, 25 , 71 , 165 
4551,QLD,HFCEV, -   , -   , -   
4551,QLD,Hybrid/PHEV, 399 , 552 , 783 
4552,QLD,ICE," 8,025 "," 8,177 "," 8,306 "
4552,QLD,BEV, 9 , 17 , 37 
4552,QLD,HFCEV, -   , -   , -   
4552,QLD,Hybrid/PHEV, 84 , 96 , 124 
4553,QLD,ICE," 7,592 "," 8,680 "," 9,646 "
4553,QLD,BEV, 5 , 13 , 34 
4553,QLD,HFCEV, -   , -   , -   
4553,QLD,Hybrid/PHEV, 63 , 92 , 129 
4554,QLD,ICE," 1,803 "," 1,829 "," 1,890 "
4554,QLD,BEV, 3 , 5 , 8 
4554,QLD,HFCEV, -   , -   , -   
4554,QLD,Hybrid/PHEV, 9 , 8 , 24 
4555,QLD,ICE," 6,395 "," 6,605 "," 6,921 "
4555,QLD,BEV, 3 , 10 , 23 
4555,QLD,HFCEV, -   , -   , -   
4555,QLD,Hybrid/PHEV, 43 , 63 , 113 
4556,QLD,ICE," 35,926 "," 36,819 "," 37,373 "
4556,QLD,BEV, 43 , 89 , 188 
4556,QLD,HFCEV, -   , -   , -   
4556,QLD,Hybrid/PHEV, 353 , 467 , 627 
4557,QLD,ICE," 14,920 "," 15,002 "," 14,770 "
4557,QLD,BEV, 15 , 35 , 71 
4557,QLD,HFCEV, -   , -   , -   
4557,QLD,Hybrid/PHEV, 123 , 163 , 221 
4558,QLD,ICE," 18,863 "," 20,036 "," 21,171 "
4558,QLD,BEV, 17 , 35 , 83 
4558,QLD,HFCEV, -   , -   , -   
4558,QLD,Hybrid/PHEV, 207 , 431 , 602 
4559,QLD,ICE," 5,860 "," 6,169 "," 6,307 "
4559,QLD,BEV, 7 , 14 , 25 
4559,QLD,HFCEV, -   , -   , -   
4559,QLD,Hybrid/PHEV, 41 , 59 , 83 
4560,QLD,ICE," 29,177 "," 29,913 "," 30,122 "
4560,QLD,BEV, 17 , 37 , 98 
4560,QLD,HFCEV, -   , -   , -   
4560,QLD,Hybrid/PHEV, 290 , 383 , 452 
4561,QLD,ICE," 7,744 "," 8,139 "," 8,344 "
4561,QLD,BEV, 5 , 9 , 23 
4561,QLD,HFCEV, -   , -   , -   
4561,QLD,Hybrid/PHEV, 47 , 71 , 82 
4562,QLD,ICE," 8,183 "," 8,381 "," 8,472 "
4562,QLD,BEV, 10 , 30 , 54 
4562,QLD,HFCEV, -   , -   , -   
4562,QLD,Hybrid/PHEV, 71 , 90 , 100 
4563,QLD,ICE," 8,590 "," 8,870 "," 9,065 "
4563,QLD,BEV, 8 , 13 , 33 
4563,QLD,HFCEV, -   , -   , -   
4563,QLD,Hybrid/PHEV, 67 , 91 , 113 
4564,QLD,ICE," 9,135 "," 9,164 "," 9,326 "
4564,QLD,BEV, 6 , 12 , 33 
4564,QLD,HFCEV, -   , -   , -   
4564,QLD,Hybrid/PHEV, 102 , 119 , 142 
4565,QLD,ICE," 12,192 "," 12,329 "," 12,406 "
4565,QLD,BEV, 9 , 16 , 41 
4565,QLD,HFCEV, -   , -   , -   
4565,QLD,Hybrid/PHEV, 93 , 130 , 173 
4566,QLD,ICE," 8,028 "," 8,088 "," 8,098 "
4566,QLD,BEV, 13 , 26 , 56 
4566,QLD,HFCEV, -   , -   , -   
4566,QLD,Hybrid/PHEV, 89 , 108 , 145 
4567,QLD,ICE," 9,811 "," 10,053 "," 10,159 "
4567,QLD,BEV, 32 , 55 , 115 
4567,QLD,HFCEV, -   , -   , -   
4567,QLD,Hybrid/PHEV, 133 , 155 , 206 
4568,QLD,ICE," 3,456 "," 3,507 "," 3,559 "
4568,QLD,BEV, -   , 4 , 8 
4568,QLD,HFCEV, -   , -   , -   
4568,QLD,Hybrid/PHEV, 15 , 26 , 46 
4569,QLD,ICE," 1,480 "," 1,526 "," 1,545 "
4569,QLD,BEV, -   , 3 , 3 
4569,QLD,HFCEV, -   , -   , -   
4569,QLD,Hybrid/PHEV, 8 , 6 , 11 
4570,QLD,ICE," 39,164 "," 40,794 "," 42,278 "
4570,QLD,BEV, 12 , 25 , 48 
4570,QLD,HFCEV, -   , -   , -   
4570,QLD,Hybrid/PHEV, 129 , 204 , 309 
4571,QLD,ICE, 797 , 815 , 843 
4571,QLD,BEV, -   , -   , 3 
4571,QLD,HFCEV, -   , -   , -   
4571,QLD,Hybrid/PHEV, 3 , 7 , 8 
4572,QLD,ICE," 3,405 "," 3,385 "," 3,393 "
4572,QLD,BEV, -   , 4 , 13 
4572,QLD,HFCEV, -   , -   , -   
4572,QLD,Hybrid/PHEV, 26 , 36 , 57 
4573,QLD,ICE," 22,986 "," 23,577 "," 23,956 "
4573,QLD,BEV, 19 , 62 , 125 
4573,QLD,HFCEV, -   , -   , -   
4573,QLD,Hybrid/PHEV, 217 , 310 , 377 
4574,QLD,ICE," 1,360 "," 1,423 "," 1,439 "
4574,QLD,BEV, 3 , -   , -   
4574,QLD,HFCEV, -   , -   , -   
4574,QLD,Hybrid/PHEV, 3 , 5 , 9 
4575,QLD,ICE," 21,490 "," 21,938 "," 22,413 "
4575,QLD,BEV, 20 , 56 , 125 
4575,QLD,HFCEV, -   , -   , -   
4575,QLD,Hybrid/PHEV, 181 , 298 , 403 
4580,QLD,ICE," 4,411 "," 4,630 "," 4,774 "
4580,QLD,BEV, -   , 3 , 4 
4580,QLD,HFCEV, -   , -   , -   
4580,QLD,Hybrid/PHEV, 29 , 33 , 39 
4581,QLD,ICE," 1,534 "," 1,548 "," 1,598 "
4581,QLD,BEV, -   , -   , -   
4581,QLD,HFCEV, -   , -   , -   
4581,QLD,Hybrid/PHEV, 7 , 10 , 10 
4600,QLD,ICE, 867 , 897 , 943 
4600,QLD,BEV, -   , -   , -   
4600,QLD,HFCEV, -   , -   , -   
4600,QLD,Hybrid/PHEV, 3 , -   , 3 
4601,QLD,ICE," 1,017 "," 1,055 "," 1,111 "
4601,QLD,BEV, -   , -   , -   
4601,QLD,HFCEV, -   , -   , -   
4601,QLD,Hybrid/PHEV, 4 , 6 , 7 
4605,QLD,ICE," 3,226 "," 3,305 "," 3,400 "
4605,QLD,BEV, -   , -   , -   
