,Postcode,Latitude,Longitude,State,Fuel Type,Registrations as at 31 January 2021,Registrations as at 31 January 2022,Registrations as at 31 January 2023
7949,5304,-35.55097,140.732182,SA,BEV,0,0,0
7950,5304,-35.55097,140.732182,SA,HFCEV,0,0,0
7951,5304,-35.55097,140.732182,SA,Hybrid/PHEV,0,3,5
7952,5306,-35.096798,139.690888,SA,ICE,105,102,109
7953,5306,-35.096798,139.690888,SA,BEV,0,0,0
7954,5306,-35.096798,139.690888,SA,HFCEV,0,0,0
7955,5306,-35.096798,139.690888,SA,Hybrid/PHEV,0,0,0
7956,5307,-35.037558,140.242147,SA,ICE,605,608,605
7957,5307,-35.037558,140.242147,SA,BEV,0,0,0
7958,5307,-35.037558,140.242147,SA,HFCEV,0,0,0
7959,5307,-35.037558,140.242147,SA,Hybrid/PHEV,0,3,0
7960,5308,-34.627126,140.050653,SA,ICE,157,154,142
7961,5308,-34.627126,140.050653,SA,BEV,0,0,0
7962,5308,-34.627126,140.050653,SA,HFCEV,0,0,0
7963,5308,-34.627126,140.050653,SA,Hybrid/PHEV,0,0,0
7964,5309,-34.850669,140.114394,SA,ICE,157,158,177
7965,5309,-34.850669,140.114394,SA,BEV,0,0,0
7966,5309,-34.850669,140.114394,SA,HFCEV,0,0,0
7967,5309,-34.850669,140.114394,SA,Hybrid/PHEV,0,0,0
7968,5310,-34.794834,140.367313,SA,ICE,79,82,72
7969,5310,-34.794834,140.367313,SA,BEV,0,0,0
7970,5310,-34.794834,140.367313,SA,HFCEV,0,0,0
7971,5310,-34.794834,140.367313,SA,Hybrid/PHEV,3,0,3
7972,5311,-34.721845,140.811093,SA,ICE,446,444,445
7973,5311,-34.721845,140.811093,SA,BEV,0,0,0
7974,5311,-34.721845,140.811093,SA,HFCEV,0,0,0
7975,5311,-34.721845,140.811093,SA,Hybrid/PHEV,0,3,3
7976,5320,-34.11697257,139.6710914,SA,ICE,760,771,811
7977,5320,-34.11697257,139.6710914,SA,BEV,0,0,0
7978,5320,-34.11697257,139.6710914,SA,HFCEV,0,0,0
7979,5320,-34.11697257,139.6710914,SA,Hybrid/PHEV,3,4,4
7980,5321,-34.0322977,139.7548023,SA,ICE,371,378,354
7981,5321,-34.0322977,139.7548023,SA,BEV,0,0,0
7982,5321,-34.0322977,139.7548023,SA,HFCEV,0,0,0
7983,5321,-34.0322977,139.7548023,SA,Hybrid/PHEV,6,5,4
7984,5322,-34.177881,139.955939,SA,ICE,857,869,876
7985,5322,-34.177881,139.955939,SA,BEV,0,0,0
7986,5322,-34.177881,139.955939,SA,HFCEV,0,0,0
7987,5322,-34.177881,139.955939,SA,Hybrid/PHEV,6,8,11
7988,5330,-33.94707,139.975421,SA,ICE,3453,3529,3489
7989,5330,-33.94707,139.975421,SA,BEV,0,0,3
7990,5330,-33.94707,139.975421,SA,HFCEV,0,0,0
7991,5330,-33.94707,139.975421,SA,Hybrid/PHEV,21,30,33
7992,5331,-34.214119,140.319351,SA,ICE,377,379,398
7993,5331,-34.214119,140.319351,SA,BEV,0,0,0
7994,5331,-34.214119,140.319351,SA,HFCEV,0,0,0
7995,5331,-34.214119,140.319351,SA,Hybrid/PHEV,0,0,0
7996,5332,-34.251101,140.28104,SA,ICE,407,420,417
7997,5332,-34.251101,140.28104,SA,BEV,0,0,0
7998,5332,-34.251101,140.28104,SA,HFCEV,0,0,0
7999,5332,-34.251101,140.28104,SA,Hybrid/PHEV,0,0,3
8000,5333,-34.485635,140.63513,SA,ICE,5503,5569,5660
8001,5333,-34.485635,140.63513,SA,BEV,0,3,0
8002,5333,-34.485635,140.63513,SA,HFCEV,0,0,0
8003,5333,-34.485635,140.63513,SA,Hybrid/PHEV,20,30,40
8004,5340,-34.28950256,140.8905312,SA,ICE,1362,1424,1384
8005,5340,-34.28950256,140.8905312,SA,BEV,3,3,0
8006,5340,-34.28950256,140.8905312,SA,HFCEV,0,0,0
8007,5340,-34.28950256,140.8905312,SA,Hybrid/PHEV,0,5,9
8008,5341,-33.739084,140.753178,SA,ICE,7062,7161,7218
8009,5341,-33.739084,140.753178,SA,BEV,0,3,3
8010,5341,-33.739084,140.753178,SA,HFCEV,0,0,0
8011,5341,-33.739084,140.753178,SA,Hybrid/PHEV,25,42,58
8012,5342,-34.240296,140.551874,SA,ICE,1133,1127,1178
8013,5342,-34.240296,140.551874,SA,BEV,0,0,0
8014,5342,-34.240296,140.551874,SA,HFCEV,0,0,0
8015,5342,-34.240296,140.551874,SA,Hybrid/PHEV,5,7,9
8016,5343,-34.321288,140.556181,SA,ICE,4601,4599,4640
8017,5343,-34.321288,140.556181,SA,BEV,0,0,3
8018,5343,-34.321288,140.556181,SA,HFCEV,0,0,0
8019,5343,-34.321288,140.556181,SA,Hybrid/PHEV,51,80,91
8020,5344,-34.285345,140.51443,SA,ICE,913,945,974
8021,5344,-34.285345,140.51443,SA,BEV,0,0,0
8022,5344,-34.285345,140.51443,SA,HFCEV,0,0,0
8023,5344,-34.285345,140.51443,SA,Hybrid/PHEV,3,0,4
8024,5345,-34.187027,140.454506,SA,ICE,3180,3260,3275
8025,5345,-34.187027,140.454506,SA,BEV,0,3,0
8026,5345,-34.187027,140.454506,SA,HFCEV,0,0,0
8027,5345,-34.187027,140.454506,SA,Hybrid/PHEV,15,24,25
8028,5346,-34.250013,140.397201,SA,ICE,382,386,403
8029,5346,-34.250013,140.397201,SA,BEV,0,0,0
8030,5346,-34.250013,140.397201,SA,HFCEV,0,0,0
8031,5346,-34.250013,140.397201,SA,Hybrid/PHEV,0,0,0
8032,5350,-34.550897,138.83423,SA,ICE,582,584,566
8033,5350,-34.550897,138.83423,SA,BEV,0,0,3
8034,5350,-34.550897,138.83423,SA,HFCEV,0,0,0
8035,5350,-34.550897,138.83423,SA,Hybrid/PHEV,5,5,8
8036,5351,-34.638218,138.897802,SA,ICE,5471,5621,5700
8037,5351,-34.638218,138.897802,SA,BEV,0,5,9
8038,5351,-34.638218,138.897802,SA,HFCEV,0,0,0
8039,5351,-34.638218,138.897802,SA,Hybrid/PHEV,37,44,65
8040,5352,-34.52155944,139.0044687,SA,ICE,5026,5052,5107
8041,5352,-34.52155944,139.0044687,SA,BEV,3,5,11
8042,5352,-34.52155944,139.0044687,SA,HFCEV,0,0,0
8043,5352,-34.52155944,139.0044687,SA,Hybrid/PHEV,54,76,106
8044,5353,-34.577328,139.326979,SA,ICE,3832,3939,3981
8045,5353,-34.577328,139.326979,SA,BEV,3,0,3
8046,5353,-34.577328,139.326979,SA,HFCEV,0,0,0
8047,5353,-34.577328,139.326979,SA,Hybrid/PHEV,10,26,47
8048,5354,-34.538013,139.652642,SA,ICE,498,475,488
8049,5354,-34.538013,139.652642,SA,BEV,3,3,0
8050,5354,-34.538013,139.652642,SA,HFCEV,0,0,0
8051,5354,-34.538013,139.652642,SA,Hybrid/PHEV,0,0,5
8052,5355,-34.443966,139.007886,SA,ICE,7533,7714,7967
8053,5355,-34.443966,139.007886,SA,BEV,0,3,16
8054,5355,-34.443966,139.007886,SA,HFCEV,0,0,0
8055,5355,-34.443966,139.007886,SA,Hybrid/PHEV,35,66,100
8056,5356,-34.353109,139.240946,SA,ICE,822,825,858
8057,5356,-34.353109,139.240946,SA,BEV,0,0,0
8058,5356,-34.353109,139.240946,SA,HFCEV,0,0,0
8059,5356,-34.353109,139.240946,SA,Hybrid/PHEV,5,7,10
8060,5357,-34.343393,139.525937,SA,ICE,517,526,537
8061,5357,-34.343393,139.525937,SA,BEV,0,0,0
8062,5357,-34.343393,139.525937,SA,HFCEV,0,0,0
8063,5357,-34.343393,139.525937,SA,Hybrid/PHEV,0,0,0
8064,5360,-34.446813,138.897955,SA,ICE,1118,1105,1109
8065,5360,-34.446813,138.897955,SA,BEV,3,3,3
8066,5360,-34.446813,138.897955,SA,HFCEV,0,0,0
8067,5360,-34.446813,138.897955,SA,Hybrid/PHEV,8,14,16
8068,5371,-34.517974,138.765349,SA,ICE,1522,1537,1594
8069,5371,-34.517974,138.765349,SA,BEV,0,0,0
8070,5371,-34.517974,138.765349,SA,HFCEV,0,0,0
8071,5371,-34.517974,138.765349,SA,Hybrid/PHEV,3,5,7
8072,5372,-34.435921,138.798551,SA,ICE,2047,2158,2211
8073,5372,-34.435921,138.798551,SA,BEV,3,3,4
8074,5372,-34.435921,138.798551,SA,HFCEV,0,0,0
8075,5372,-34.435921,138.798551,SA,Hybrid/PHEV,6,8,15
8076,5373,-34.303007,138.930335,SA,ICE,3164,3207,3263
8077,5373,-34.303007,138.930335,SA,BEV,0,0,4
8078,5373,-34.303007,138.930335,SA,HFCEV,0,0,0
8079,5373,-34.303007,138.930335,SA,Hybrid/PHEV,15,21,22
8080,5374,-34.152477,139.12488,SA,ICE,1581,1613,1641
8081,5374,-34.152477,139.12488,SA,BEV,0,0,0
8082,5374,-34.152477,139.12488,SA,HFCEV,0,0,0
8083,5374,-34.152477,139.12488,SA,Hybrid/PHEV,4,6,6
8084,5381,-33.965473,139.140266,SA,ICE,454,457,449
8085,5381,-33.965473,139.140266,SA,BEV,0,0,0
8086,5381,-33.965473,139.140266,SA,HFCEV,0,0,0
8087,5381,-33.965473,139.140266,SA,Hybrid/PHEV,0,0,0
8088,5400,-34.48615107,138.6448171,SA,ICE,822,880,919
8089,5400,-34.48615107,138.6448171,SA,BEV,0,0,0
8090,5400,-34.48615107,138.6448171,SA,HFCEV,0,0,0
8091,5400,-34.48615107,138.6448171,SA,Hybrid/PHEV,0,3,6
8092,5401,-34.29774,138.659866,SA,ICE,762,771,789
8093,5401,-34.29774,138.659866,SA,BEV,0,0,0
8094,5401,-34.29774,138.659866,SA,HFCEV,0,0,0
8095,5401,-34.29774,138.659866,SA,Hybrid/PHEV,4,7,9
8096,5410,-34.366816,138.768325,SA,ICE,356,347,343
8097,5410,-34.366816,138.768325,SA,BEV,0,0,0
8098,5410,-34.366816,138.768325,SA,HFCEV,0,0,0
8099,5410,-34.366816,138.768325,SA,Hybrid/PHEV,3,3,0
8100,5411,-34.256363,138.772345,SA,ICE,340,351,370
8101,5411,-34.256363,138.772345,SA,BEV,0,0,0
8102,5411,-34.256363,138.772345,SA,HFCEV,0,0,0
8103,5411,-34.256363,138.772345,SA,Hybrid/PHEV,3,0,0
8104,5412,-34.18289,138.775266,SA,ICE,1143,1108,1119
8105,5412,-34.18289,138.775266,SA,BEV,0,0,0
8106,5412,-34.18289,138.775266,SA,HFCEV,0,0,0
8107,5412,-34.18289,138.775266,SA,Hybrid/PHEV,4,10,12
8108,5413,-34.080278,138.883459,SA,ICE,997,1004,1039
8109,5413,-34.080278,138.883459,SA,BEV,0,0,3
8110,5413,-34.080278,138.883459,SA,HFCEV,0,0,0
8111,5413,-34.080278,138.883459,SA,Hybrid/PHEV,3,5,6
8112,5414,-33.949431,138.773663,SA,ICE,170,182,179
8113,5414,-33.949431,138.773663,SA,BEV,0,0,0
8114,5414,-33.949431,138.773663,SA,HFCEV,0,0,0
8115,5414,-33.949431,138.773663,SA,Hybrid/PHEV,0,0,0
8116,5415,-33.942677,138.722876,SA,ICE,229,254,271
8117,5415,-33.942677,138.722876,SA,BEV,0,0,0
8118,5415,-33.942677,138.722876,SA,HFCEV,0,0,0
8119,5415,-33.942677,138.722876,SA,Hybrid/PHEV,0,3,3
8120,5416,-33.82344346,138.8771899,SA,ICE,223,238,244
8121,5416,-33.82344346,138.8771899,SA,BEV,0,0,0
8122,5416,-33.82344346,138.8771899,SA,HFCEV,0,0,0
8123,5416,-33.82344346,138.8771899,SA,Hybrid/PHEV,3,3,0
8124,5417,-33.5536325,139.5284697,SA,ICE,1572,1570,1616
8125,5417,-33.5536325,139.5284697,SA,BEV,0,0,0
8126,5417,-33.5536325,139.5284697,SA,HFCEV,0,0,0
8127,5417,-33.5536325,139.5284697,SA,Hybrid/PHEV,0,7,11
8128,5418,-33.357329,139.143828,SA,ICE,130,129,122
8129,5418,-33.357329,139.143828,SA,BEV,0,0,0
8130,5418,-33.357329,139.143828,SA,HFCEV,0,0,0
8131,5418,-33.357329,139.143828,SA,Hybrid/PHEV,0,0,0
8132,5419,-33.397741,138.893337,SA,ICE,250,249,255
8133,5419,-33.397741,138.893337,SA,BEV,0,0,0
8134,5419,-33.397741,138.893337,SA,HFCEV,0,0,0
8135,5419,-33.397741,138.893337,SA,Hybrid/PHEV,3,3,3
8136,5420,-33.252592,138.961232,SA,ICE,118,120,110
8137,5420,-33.252592,138.961232,SA,BEV,0,0,0
8138,5420,-33.252592,138.961232,SA,HFCEV,0,0,0
8139,5420,-33.252592,138.961232,SA,Hybrid/PHEV,0,0,0
8140,5421,-33.13467,138.985832,SA,ICE,140,137,138
8141,5421,-33.13467,138.985832,SA,BEV,0,0,0
8142,5421,-33.13467,138.985832,SA,HFCEV,0,0,0
8143,5421,-33.13467,138.985832,SA,Hybrid/PHEV,0,3,0
8144,5422,-32.97338,138.771209,SA,ICE,1494,1511,1487
8145,5422,-32.97338,138.771209,SA,BEV,0,0,0
8146,5422,-32.97338,138.771209,SA,HFCEV,0,0,0
8147,5422,-32.97338,138.771209,SA,Hybrid/PHEV,6,8,8
8148,5431,-32.212021,138.883978,SA,ICE,1004,1001,995
8149,5431,-32.212021,138.883978,SA,BEV,0,0,0
8150,5431,-32.212021,138.883978,SA,HFCEV,0,0,0
8151,5431,-32.212021,138.883978,SA,Hybrid/PHEV,4,6,8
8152,5432,-32.242313,138.468686,SA,ICE,171,174,189
8153,5432,-32.242313,138.468686,SA,BEV,0,0,0
8154,5432,-32.242313,138.468686,SA,HFCEV,0,0,0
8155,5432,-32.242313,138.468686,SA,Hybrid/PHEV,0,0,3
8156,5433,-32.180856,138.1056,SA,ICE,1289,1309,1279
8157,5433,-32.180856,138.1056,SA,BEV,0,0,0
8158,5433,-32.180856,138.1056,SA,HFCEV,0,0,0
8159,5433,-32.180856,138.1056,SA,Hybrid/PHEV,3,5,6
8160,5434,-31.88228497,138.70161,SA,ICE,409,421,429
8161,5434,-31.88228497,138.70161,SA,BEV,0,0,0
8162,5434,-31.88228497,138.70161,SA,HFCEV,0,0,0
8163,5434,-31.88228497,138.70161,SA,Hybrid/PHEV,3,3,3
8164,5440,-32.339759,140.027346,SA,ICE,291,297,286
8165,5440,-32.339759,140.027346,SA,BEV,0,0,0
8166,5440,-32.339759,140.027346,SA,HFCEV,0,0,0
8167,5440,-32.339759,140.027346,SA,Hybrid/PHEV,0,0,0
8168,5451,-34.092233,138.620883,SA,ICE,714,728,762
8169,5451,-34.092233,138.620883,SA,BEV,0,0,0
8170,5451,-34.092233,138.620883,SA,HFCEV,0,0,0
8171,5451,-34.092233,138.620883,SA,Hybrid/PHEV,6,8,7
8172,5452,-33.969454,138.652781,SA,ICE,433,438,438
8173,5452,-33.969454,138.652781,SA,BEV,0,0,0
