,Postcode,Latitude,Longitude,State,Fuel Type,Registrations as at 31 January 2021,Registrations as at 31 January 2022,Registrations as at 31 January 2023
1603,2500,-34.423171,150.874294,NSW,Hybrid/PHEV,419,594,858
1604,2502,-34.494723,150.873081,NSW,ICE,7525,7636,7752
1605,2502,-34.494723,150.873081,NSW,BEV,0,6,7
1606,2502,-34.494723,150.873081,NSW,HFCEV,0,0,0
1607,2502,-34.494723,150.873081,NSW,Hybrid/PHEV,39,56,81
1608,2505,-34.466406,150.943899,NSW,ICE,4050,4050,4105
1609,2505,-34.466406,150.943899,NSW,BEV,0,3,6
1610,2505,-34.466406,150.943899,NSW,HFCEV,0,0,0
1611,2505,-34.466406,150.943899,NSW,Hybrid/PHEV,28,36,53
1612,2506,-34.48494,150.840792,NSW,ICE,5084,5168,5111
1613,2506,-34.48494,150.840792,NSW,BEV,0,3,3
1614,2506,-34.48494,150.840792,NSW,HFCEV,0,0,0
1615,2506,-34.48494,150.840792,NSW,Hybrid/PHEV,30,38,52
1616,2508,-34.16316178,150.9354342,NSW,ICE,6718,6708,6649
1617,2508,-34.16316178,150.9354342,NSW,BEV,5,12,30
1618,2508,-34.16316178,150.9354342,NSW,HFCEV,0,0,0
1619,2508,-34.16316178,150.9354342,NSW,Hybrid/PHEV,52,81,103
1620,2515,-34.300293,150.9299,NSW,ICE,8006,7934,7891
1621,2515,-34.300293,150.9299,NSW,BEV,16,34,64
1622,2515,-34.300293,150.9299,NSW,HFCEV,0,0,0
1623,2515,-34.300293,150.9299,NSW,Hybrid/PHEV,103,132,176
1624,2516,-34.332109,150.904835,NSW,ICE,4602,4528,4508
1625,2516,-34.332109,150.904835,NSW,BEV,7,16,29
1626,2516,-34.332109,150.904835,NSW,HFCEV,0,0,0
1627,2516,-34.332109,150.904835,NSW,Hybrid/PHEV,38,49,72
1628,2517,-34.349362,150.891169,NSW,ICE,9170,9172,9211
1629,2517,-34.349362,150.891169,NSW,BEV,6,12,26
1630,2517,-34.349362,150.891169,NSW,HFCEV,0,0,0
1631,2517,-34.349362,150.891169,NSW,Hybrid/PHEV,49,87,119
1632,2518,-34.373654,150.886721,NSW,ICE,13113,13140,13184
1633,2518,-34.373654,150.886721,NSW,BEV,9,15,30
1634,2518,-34.373654,150.886721,NSW,HFCEV,0,0,0
1635,2518,-34.373654,150.886721,NSW,Hybrid/PHEV,88,122,159
1636,2519,-34.35558,150.709623,NSW,ICE,11755,11889,11763
1637,2519,-34.35558,150.709623,NSW,BEV,5,17,39
1638,2519,-34.35558,150.709623,NSW,HFCEV,0,0,0
1639,2519,-34.35558,150.709623,NSW,Hybrid/PHEV,105,161,220
1640,2525,-34.437229,150.818904,NSW,ICE,8236,8299,8281
1641,2525,-34.437229,150.818904,NSW,BEV,8,16,48
1642,2525,-34.437229,150.818904,NSW,HFCEV,0,0,0
1643,2525,-34.437229,150.818904,NSW,Hybrid/PHEV,68,93,127
1644,2526,-34.380765,150.77681,NSW,ICE,13370,13756,14175
1645,2526,-34.380765,150.77681,NSW,BEV,5,20,44
1646,2526,-34.380765,150.77681,NSW,HFCEV,0,0,0
1647,2526,-34.380765,150.77681,NSW,Hybrid/PHEV,283,394,506
1648,2527,-34.583539,150.754592,NSW,ICE,18731,19504,20252
1649,2527,-34.583539,150.754592,NSW,BEV,4,14,40
1650,2527,-34.583539,150.754592,NSW,HFCEV,0,0,0
1651,2527,-34.583539,150.754592,NSW,Hybrid/PHEV,106,203,275
1652,2528,-34.548722,150.855135,NSW,ICE,16698,16638,16735
1653,2528,-34.548722,150.855135,NSW,BEV,0,7,18
1654,2528,-34.548722,150.855135,NSW,HFCEV,0,0,0
1655,2528,-34.548722,150.855135,NSW,Hybrid/PHEV,69,101,162
1656,2529,-34.592433,150.84584,NSW,ICE,21292,21628,21872
1657,2529,-34.592433,150.84584,NSW,BEV,10,19,54
1658,2529,-34.592433,150.84584,NSW,HFCEV,0,0,0
1659,2529,-34.592433,150.84584,NSW,Hybrid/PHEV,184,292,399
1660,2530,-34.505411,150.766132,NSW,ICE,24351,24633,24945
1661,2530,-34.505411,150.766132,NSW,BEV,10,21,47
1662,2530,-34.505411,150.766132,NSW,HFCEV,0,0,0
1663,2530,-34.505411,150.766132,NSW,Hybrid/PHEV,145,206,295
1664,2533,-34.645377,150.756883,NSW,ICE,13253,13430,13236
1665,2533,-34.645377,150.756883,NSW,BEV,18,29,51
1666,2533,-34.645377,150.756883,NSW,HFCEV,0,0,0
1667,2533,-34.645377,150.756883,NSW,Hybrid/PHEV,141,212,274
1668,2534,-34.739425,150.800637,NSW,ICE,4520,4589,4557
1669,2534,-34.739425,150.800637,NSW,BEV,4,10,22
1670,2534,-34.739425,150.800637,NSW,HFCEV,0,0,0
1671,2534,-34.739425,150.800637,NSW,Hybrid/PHEV,48,76,98
1672,2535,-34.762116,150.678303,NSW,ICE,6509,6707,6666
1673,2535,-34.762116,150.678303,NSW,BEV,14,23,40
1674,2535,-34.762116,150.678303,NSW,HFCEV,0,0,0
1675,2535,-34.762116,150.678303,NSW,Hybrid/PHEV,48,76,102
1676,2536,-35.671272,150.125945,NSW,ICE,15534,15694,15644
1677,2536,-35.671272,150.125945,NSW,BEV,3,14,32
1678,2536,-35.671272,150.125945,NSW,HFCEV,0,0,0
1679,2536,-35.671272,150.125945,NSW,Hybrid/PHEV,95,145,206
1680,2537,-35.939649,149.912199,NSW,ICE,11009,11290,11339
1681,2537,-35.939649,149.912199,NSW,BEV,5,11,30
1682,2537,-35.939649,149.912199,NSW,HFCEV,0,0,0
1683,2537,-35.939649,149.912199,NSW,Hybrid/PHEV,75,111,146
1684,2538,-35.366161,150.320507,NSW,ICE,2221,2264,2267
1685,2538,-35.366161,150.320507,NSW,BEV,5,8,8
1686,2538,-35.366161,150.320507,NSW,HFCEV,0,0,0
1687,2538,-35.366161,150.320507,NSW,Hybrid/PHEV,24,41,53
1688,2539,-35.522387,150.393202,NSW,ICE,16549,16840,16895
1689,2539,-35.522387,150.393202,NSW,BEV,4,15,37
1690,2539,-35.522387,150.393202,NSW,HFCEV,0,0,0
1691,2539,-35.522387,150.393202,NSW,Hybrid/PHEV,135,192,251
1692,2540,-34.863483,150.61644,NSW,ICE,38007,38831,38678
1693,2540,-34.863483,150.61644,NSW,BEV,13,27,57
1694,2540,-34.863483,150.61644,NSW,HFCEV,0,0,0
1695,2540,-34.863483,150.61644,NSW,Hybrid/PHEV,237,346,497
1696,2541,-34.990592,150.450994,NSW,ICE,21606,22191,22643
1697,2541,-34.990592,150.450994,NSW,BEV,4,9,31
1698,2541,-34.990592,150.450994,NSW,HFCEV,0,0,0
1699,2541,-34.990592,150.450994,NSW,Hybrid/PHEV,170,263,387
1700,2545,-36.127663,149.792292,NSW,ICE,1088,1106,1124
1701,2545,-36.127663,149.792292,NSW,BEV,0,3,3
1702,2545,-36.127663,149.792292,NSW,HFCEV,0,0,0
1703,2545,-36.127663,149.792292,NSW,Hybrid/PHEV,5,5,6
1704,2546,-36.25486,150.225372,NSW,ICE,8099,8170,8234
1705,2546,-36.25486,150.225372,NSW,BEV,0,3,16
1706,2546,-36.25486,150.225372,NSW,HFCEV,0,0,0
1707,2546,-36.25486,150.225372,NSW,Hybrid/PHEV,56,71,105
1708,2548,-36.860723,149.894825,NSW,ICE,6373,6581,6595
1709,2548,-36.860723,149.894825,NSW,BEV,0,0,11
1710,2548,-36.860723,149.894825,NSW,HFCEV,0,0,0
1711,2548,-36.860723,149.894825,NSW,Hybrid/PHEV,44,64,90
1712,2549,-36.953196,149.851694,NSW,ICE,3566,3609,3629
1713,2549,-36.953196,149.851694,NSW,BEV,0,3,6
1714,2549,-36.953196,149.851694,NSW,HFCEV,0,0,0
1715,2549,-36.953196,149.851694,NSW,Hybrid/PHEV,21,31,37
1716,2550,-36.737758,149.699222,NSW,ICE,14827,14860,14973
1717,2550,-36.737758,149.699222,NSW,BEV,12,25,42
1718,2550,-36.737758,149.699222,NSW,HFCEV,0,0,0
1719,2550,-36.737758,149.699222,NSW,Hybrid/PHEV,70,104,144
1720,2551,-37.267687,149.792364,NSW,ICE,2945,2959,2983
1721,2551,-37.267687,149.792364,NSW,BEV,3,0,0
1722,2551,-37.267687,149.792364,NSW,HFCEV,0,0,0
1723,2551,-37.267687,149.792364,NSW,Hybrid/PHEV,10,13,15
1724,2555,-33.883376,150.741351,NSW,ICE,128,119,108
1725,2555,-33.883376,150.741351,NSW,BEV,0,0,0
1726,2555,-33.883376,150.741351,NSW,HFCEV,0,0,0
1727,2555,-33.883376,150.741351,NSW,Hybrid/PHEV,0,0,0
1728,2556,-33.945707,150.725207,NSW,ICE,2222,2188,2184
1729,2556,-33.945707,150.725207,NSW,BEV,0,6,11
1730,2556,-33.945707,150.725207,NSW,HFCEV,0,0,0
1731,2556,-33.945707,150.725207,NSW,Hybrid/PHEV,7,14,19
1732,2557,-33.993545,150.774858,NSW,ICE,11145,12440,13797
1733,2557,-33.993545,150.774858,NSW,BEV,4,21,61
1734,2557,-33.993545,150.774858,NSW,HFCEV,0,0,0
1735,2557,-33.993545,150.774858,NSW,Hybrid/PHEV,135,225,314
1736,2558,-34.031602,150.799483,NSW,ICE,7317,7182,7155
1737,2558,-34.031602,150.799483,NSW,BEV,0,3,3
1738,2558,-34.031602,150.799483,NSW,HFCEV,0,0,0
1739,2558,-34.031602,150.799483,NSW,Hybrid/PHEV,62,76,112
1740,2559,-34.051274,150.793614,NSW,ICE,1332,1256,1211
1741,2559,-34.051274,150.793614,NSW,BEV,0,3,3
1742,2559,-34.051274,150.793614,NSW,HFCEV,0,0,0
1743,2559,-34.051274,150.793614,NSW,Hybrid/PHEV,26,23,36
1744,2560,-34.194216,150.768408,NSW,ICE,50816,50890,51556
1745,2560,-34.194216,150.768408,NSW,BEV,19,40,110
1746,2560,-34.194216,150.768408,NSW,HFCEV,0,0,0
1747,2560,-34.194216,150.768408,NSW,Hybrid/PHEV,585,820,1105
1748,2563,-34.102735,150.749847,NSW,ICE,196,165,203
1749,2563,-34.102735,150.749847,NSW,BEV,0,0,0
1750,2563,-34.102735,150.749847,NSW,HFCEV,0,0,0
1751,2563,-34.102735,150.749847,NSW,Hybrid/PHEV,3,0,3
1752,2564,-33.998362,150.894916,NSW,ICE,7566,7449,7438
1753,2564,-33.998362,150.894916,NSW,BEV,0,0,7
1754,2564,-33.998362,150.894916,NSW,HFCEV,0,0,0
1755,2564,-33.998362,150.894916,NSW,Hybrid/PHEV,102,127,177
1756,2565,-33.996063,150.843761,NSW,ICE,18600,19747,20918
1757,2565,-33.996063,150.843761,NSW,BEV,7,27,83
1758,2565,-33.996063,150.843761,NSW,HFCEV,0,0,0
1759,2565,-33.996063,150.843761,NSW,Hybrid/PHEV,254,386,581
1760,2566,-34.027283,150.842258,NSW,ICE,21288,17766,17976
1761,2566,-34.027283,150.842258,NSW,BEV,4,14,34
1762,2566,-34.027283,150.842258,NSW,HFCEV,0,0,0
1763,2566,-34.027283,150.842258,NSW,Hybrid/PHEV,319,413,545
1764,2567,-34.055155,150.756493,NSW,ICE,29516,30084,30546
1765,2567,-34.055155,150.756493,NSW,BEV,11,34,69
1766,2567,-34.055155,150.756493,NSW,HFCEV,0,0,0
1767,2567,-34.055155,150.756493,NSW,Hybrid/PHEV,255,346,487
1768,2568,-34.147379,150.718007,NSW,ICE,1005,986,990
1769,2568,-34.147379,150.718007,NSW,BEV,3,3,3
1770,2568,-34.147379,150.718007,NSW,HFCEV,0,0,0
1771,2568,-34.147379,150.718007,NSW,Hybrid/PHEV,9,11,13
1772,2569,-34.196004,150.708875,NSW,ICE,1244,1243,1210
1773,2569,-34.196004,150.708875,NSW,BEV,0,0,3
1774,2569,-34.196004,150.708875,NSW,HFCEV,0,0,0
1775,2569,-34.196004,150.708875,NSW,Hybrid/PHEV,9,9,12
1776,2570,-34.042913,150.525292,NSW,ICE,41842,44109,45893
1777,2570,-34.042913,150.525292,NSW,BEV,19,42,104
1778,2570,-34.042913,150.525292,NSW,HFCEV,0,0,0
1779,2570,-34.042913,150.525292,NSW,Hybrid/PHEV,688,934,1249
1780,2571,-34.16715,150.622493,NSW,ICE,10677,10797,11215
1781,2571,-34.16715,150.622493,NSW,BEV,6,9,21
1782,2571,-34.16715,150.622493,NSW,HFCEV,0,0,0
1783,2571,-34.16715,150.622493,NSW,Hybrid/PHEV,74,95,133
1784,2572,-34.193052,150.559186,NSW,ICE,3837,4259,4410
1785,2572,-34.193052,150.559186,NSW,BEV,0,3,7
1786,2572,-34.193052,150.559186,NSW,HFCEV,0,0,0
1787,2572,-34.193052,150.559186,NSW,Hybrid/PHEV,24,36,49
1788,2573,-34.218439,150.584634,NSW,ICE,4060,4106,4327
1789,2573,-34.218439,150.584634,NSW,BEV,0,0,4
1790,2573,-34.218439,150.584634,NSW,HFCEV,0,0,0
1791,2573,-34.218439,150.584634,NSW,Hybrid/PHEV,18,30,45
1792,2574,-34.295634,150.575238,NSW,ICE,4996,4977,4981
1793,2574,-34.295634,150.575238,NSW,BEV,0,0,12
1794,2574,-34.295634,150.575238,NSW,HFCEV,0,0,0
1795,2574,-34.295634,150.575238,NSW,Hybrid/PHEV,26,29,42
1796,2575,-34.347195,150.342214,NSW,ICE,14618,15290,15679
1797,2575,-34.347195,150.342214,NSW,BEV,16,31,49
1798,2575,-34.347195,150.342214,NSW,HFCEV,0,0,0
1799,2575,-34.347195,150.342214,NSW,Hybrid/PHEV,105,163,198
1800,2576,-34.525612,150.503502,NSW,ICE,11403,11582,11415
1801,2576,-34.525612,150.503502,NSW,BEV,21,49,88
1802,2576,-34.525612,150.503502,NSW,HFCEV,0,0,0
1803,2576,-34.525612,150.503502,NSW,Hybrid/PHEV,162,219,264
1804,2577,-34.595027,150.410978,NSW,ICE,14453,14729,14851
1805,2577,-34.595027,150.410978,NSW,BEV,12,28,64
1806,2577,-34.595027,150.410978,NSW,HFCEV,0,0,0
1807,2577,-34.595027,150.410978,NSW,Hybrid/PHEV,100,162,223
1808,2578,-34.715579,150.293226,NSW,ICE,2274,2301,2335
1809,2578,-34.715579,150.293226,NSW,BEV,3,4,16
1810,2578,-34.715579,150.293226,NSW,HFCEV,0,0,0
1811,2578,-34.715579,150.293226,NSW,Hybrid/PHEV,19,32,44
1812,2579,-34.711848,150.13033,NSW,ICE,4293,4422,4553
1813,2579,-34.711848,150.13033,NSW,BEV,5,9,21
1814,2579,-34.711848,150.13033,NSW,HFCEV,0,0,0
1815,2579,-34.711848,150.13033,NSW,Hybrid/PHEV,33,51,60
1816,2580,-34.726283,149.729215,NSW,ICE,26096,26627,27125
1817,2580,-34.726283,149.729215,NSW,BEV,12,18,47
1818,2580,-34.726283,149.729215,NSW,HFCEV,0,0,0
1819,2580,-34.726283,149.729215,NSW,Hybrid/PHEV,245,399,487
1820,2581,-34.764484,149.286631,NSW,ICE,2241,2318,2357
1821,2581,-34.764484,149.286631,NSW,BEV,0,3,5
1822,2581,-34.764484,149.286631,NSW,HFCEV,0,0,0
1823,2581,-34.764484,149.286631,NSW,Hybrid/PHEV,17,26,32
1824,2582,-34.92659793,149.125192,NSW,ICE,11102,11361,11518
1825,2582,-34.92659793,149.125192,NSW,BEV,20,33,57
1826,2582,-34.92659793,149.125192,NSW,HFCEV,0,0,0
1827,2582,-34.92659793,149.125192,NSW,Hybrid/PHEV,127,181,242
1828,2583,-34.196526,149.254163,NSW,ICE,4597,4644,4665
1829,2583,-34.196526,149.254163,NSW,BEV,3,3,3
1830,2583,-34.196526,149.254163,NSW,HFCEV,0,0,0
1831,2583,-34.196526,149.254163,NSW,Hybrid/PHEV,15,23,28
1832,2584,-34.711018,148.555243,NSW,ICE,517,539,539
1833,2584,-34.711018,148.555243,NSW,BEV,0,0,0
1834,2584,-34.711018,148.555243,NSW,HFCEV,0,0,0
1835,2584,-34.711018,148.555243,NSW,Hybrid/PHEV,3,6,9
1836,2585,-34.572329,148.498501,NSW,ICE,291,301,307
1837,2585,-34.572329,148.498501,NSW,BEV,0,0,3
1838,2585,-34.572329,148.498501,NSW,HFCEV,0,0,0
1839,2585,-34.572329,148.498501,NSW,Hybrid/PHEV,0,0,3
1840,2586,-34.378631,148.797264,NSW,ICE,2655,2686,2745
1841,2586,-34.378631,148.797264,NSW,BEV,0,0,0
1842,2586,-34.378631,148.797264,NSW,HFCEV,0,0,0
1843,2586,-34.378631,148.797264,NSW,Hybrid/PHEV,14,24,35
1844,2587,-34.505797,148.360971,NSW,ICE,2630,2620,2664
1845,2587,-34.505797,148.360971,NSW,BEV,0,0,0
1846,2587,-34.505797,148.360971,NSW,HFCEV,0,0,0
1847,2587,-34.505797,148.360971,NSW,Hybrid/PHEV,9,18,19
1848,2588,-34.599488,148.255601,NSW,ICE,349,352,380
1849,2588,-34.599488,148.255601,NSW,BEV,0,0,0
1850,2588,-34.599488,148.255601,NSW,HFCEV,0,0,0
1851,2588,-34.599488,148.255601,NSW,Hybrid/PHEV,3,5,6
1852,2590,-34.714515,147.896911,NSW,ICE,5790,5826,5889
1853,2590,-34.714515,147.896911,NSW,BEV,3,3,0
1854,2590,-34.714515,147.896911,NSW,HFCEV,0,0,0
1855,2590,-34.714515,147.896911,NSW,Hybrid/PHEV,36,76,104
1856,2594,-34.231083,148.10732,NSW,ICE,10632,10860,11008
1857,2594,-34.231083,148.10732,NSW,BEV,3,6,9
1858,2594,-34.231083,148.10732,NSW,HFCEV,0,0,0
1859,2594,-34.231083,148.10732,NSW,Hybrid/PHEV,69,107,145
1860,2600,-35.302911,149.201072,ACT,ICE,6622,6604,6554
1861,2600,-35.302911,149.201072,ACT,BEV,31,64,118
1862,2600,-35.302911,149.201072,ACT,HFCEV,0,0,0
1863,2600,-35.302911,149.201072,ACT,Hybrid/PHEV,223,244,309
1864,2601,-35.275863,149.113796,ACT,ICE,2216,2324,2326
1865,2601,-35.275863,149.113796,ACT,BEV,26,46,72
1866,2601,-35.275863,149.113796,ACT,HFCEV,0,0,0
1867,2601,-35.275863,149.113796,ACT,Hybrid/PHEV,145,177,192
1868,2602,-35.248071,149.148147,ACT,ICE,19568,19606,19757
1869,2602,-35.248071,149.148147,ACT,BEV,70,157,303
1870,2602,-35.248071,149.148147,ACT,HFCEV,0,0,0
1871,2602,-35.248071,149.148147,ACT,Hybrid/PHEV,419,520,630
1872,2603,-35.330382,149.125739,ACT,ICE,6642,6825,6924
1873,2603,-35.330382,149.125739,ACT,BEV,31,63,126
1874,2603,-35.330382,149.125739,ACT,HFCEV,0,0,0
1875,2603,-35.330382,149.125739,ACT,Hybrid/PHEV,150,189,240
1876,2604,-35.336413,149.147614,ACT,ICE,7503,7680,7857
1877,2604,-35.336413,149.147614,ACT,BEV,23,47,95
1878,2604,-35.336413,149.147614,ACT,HFCEV,0,0,0
1879,2604,-35.336413,149.147614,ACT,Hybrid/PHEV,146,206,222
1880,2605,-35.335821,149.093455,ACT,ICE,7687,7671,7655
1881,2605,-35.335821,149.093455,ACT,BEV,58,85,121
1882,2605,-35.335821,149.093455,ACT,HFCEV,0,0,0
1883,2605,-35.335821,149.093455,ACT,Hybrid/PHEV,173,244,323
1884,2606,-35.351693,149.092601,ACT,ICE,9691,10257,10471
1885,2606,-35.351693,149.092601,ACT,BEV,26,77,170
1886,2606,-35.351693,149.092601,ACT,HFCEV,0,0,0
1887,2606,-35.351693,149.092601,ACT,Hybrid/PHEV,271,328,382
1888,2607,-35.369991,149.094831,ACT,ICE,10163,10160,10113
1889,2607,-35.369991,149.094831,ACT,BEV,19,41,91
1890,2607,-35.369991,149.094831,ACT,HFCEV,0,0,0
1891,2607,-35.369991,149.094831,ACT,Hybrid/PHEV,194,231,284
1892,2609,-35.31537,149.170023,ACT,ICE,5786,5606,5618
1893,2609,-35.31537,149.170023,ACT,BEV,11,30,86
1894,2609,-35.31537,149.170023,ACT,HFCEV,0,0,0
1895,2609,-35.31537,149.170023,ACT,Hybrid/PHEV,482,765,902
1896,2611,-35.31927827,149.0335953,ACT,ICE,22394,23197,23825
1897,2611,-35.31927827,149.0335953,ACT,BEV,54,134,275
1898,2611,-35.31927827,149.0335953,ACT,HFCEV,0,0,0
1899,2611,-35.31927827,149.0335953,ACT,Hybrid/PHEV,352,477,645
1900,2612,-35.270615,149.133208,ACT,ICE,8997,9266,9647
1901,2612,-35.270615,149.133208,ACT,BEV,39,73,132
1902,2612,-35.270615,149.133208,ACT,HFCEV,0,0,0
1903,2612,-35.270615,149.133208,ACT,Hybrid/PHEV,195,245,311
1904,2614,-35.257315,149.049796,ACT,ICE,12995,12941,13011
1905,2614,-35.257315,149.049796,ACT,BEV,34,89,153
1906,2614,-35.257315,149.049796,ACT,HFCEV,0,0,0
1907,2614,-35.257315,149.049796,ACT,Hybrid/PHEV,261,314,359
1908,2615,-35.23269278,148.986288,ACT,ICE,31679,31968,32167
1909,2615,-35.23269278,148.986288,ACT,BEV,31,72,201
1910,2615,-35.23269278,148.986288,ACT,HFCEV,0,0,0
1911,2615,-35.23269278,148.986288,ACT,Hybrid/PHEV,513,627,772
1912,2617,-35.231279,149.086682,ACT,ICE,23399,23971,24275
1913,2617,-35.231279,149.086682,ACT,BEV,52,89,214
1914,2617,-35.231279,149.086682,ACT,HFCEV,0,0,0
1915,2617,-35.231279,149.086682,ACT,Hybrid/PHEV,448,559,655
1916,2618,-35.135588,149.043278,ACT,ICE,1191,1251,1281
1917,2618,-35.135588,149.043278,ACT,BEV,5,11,16
1918,2618,-35.135588,149.043278,ACT,HFCEV,0,0,0
1919,2618,-35.135588,149.043278,ACT,Hybrid/PHEV,18,18,19
1920,2619,-35.378159,149.194535,NSW,ICE,6997,6938,6850
1921,2619,-35.378159,149.194535,NSW,BEV,3,15,46
1922,2619,-35.378159,149.194535,NSW,HFCEV,0,0,0
1923,2619,-35.378159,149.194535,NSW,Hybrid/PHEV,63,90,134
1924,2620,-35.317402,149.257101,ACT,ICE,33882,34804,35583
1925,2620,-35.317402,149.257101,ACT,BEV,43,83,175
1926,2620,-35.317402,149.257101,ACT,HFCEV,0,0,0
1927,2620,-35.317402,149.257101,ACT,Hybrid/PHEV,378,548,698
1928,2621,-35.4698,149.484038,NSW,ICE,5633,5682,5669
1929,2621,-35.4698,149.484038,NSW,BEV,5,10,32
1930,2621,-35.4698,149.484038,NSW,HFCEV,0,0,0
1931,2621,-35.4698,149.484038,NSW,Hybrid/PHEV,45,64,89
1932,2622,-35.628428,149.752107,NSW,ICE,4125,4251,4282
1933,2622,-35.628428,149.752107,NSW,BEV,3,4,7
1934,2622,-35.628428,149.752107,NSW,HFCEV,0,0,0
1935,2622,-35.628428,149.752107,NSW,Hybrid/PHEV,17,22,26
1936,2623,-35.552827,149.445083,NSW,ICE,477,502,496
1937,2623,-35.552827,149.445083,NSW,BEV,0,0,0
1938,2623,-35.552827,149.445083,NSW,HFCEV,0,0,0
1939,2623,-35.552827,149.445083,NSW,Hybrid/PHEV,5,5,7
1940,2624,-36.180818,148.441281,NSW,ICE,99,98,113
1941,2624,-36.180818,148.441281,NSW,BEV,0,0,0
1942,2624,-36.180818,148.441281,NSW,HFCEV,0,0,0
1943,2624,-36.180818,148.441281,NSW,Hybrid/PHEV,0,3,3
1944,2625,-36.50661,148.301005,NSW,ICE,247,260,245
1945,2625,-36.50661,148.301005,NSW,BEV,0,0,0
1946,2625,-36.50661,148.301005,NSW,HFCEV,0,0,0
1947,2625,-36.50661,148.301005,NSW,Hybrid/PHEV,3,3,0
1948,2626,-35.941228,149.168553,NSW,ICE,444,447,454
1949,2626,-35.941228,149.168553,NSW,BEV,0,0,0
1950,2626,-35.941228,149.168553,NSW,HFCEV,0,0,0
1951,2626,-35.941228,149.168553,NSW,Hybrid/PHEV,4,5,6
1952,2627,-36.409113,148.232341,NSW,ICE,4220,4623,4645
1953,2627,-36.409113,148.232341,NSW,BEV,5,5,11
1954,2627,-36.409113,148.232341,NSW,HFCEV,0,0,0
1955,2627,-36.409113,148.232341,NSW,Hybrid/PHEV,27,32,45
1956,2628,-36.404324,148.833511,NSW,ICE,1966,2053,2094
1957,2628,-36.404324,148.833511,NSW,BEV,0,0,3
1958,2628,-36.404324,148.833511,NSW,HFCEV,0,0,0
1959,2628,-36.404324,148.833511,NSW,Hybrid/PHEV,5,9,16
1960,2629,-35.997349,148.769744,NSW,ICE,461,477,481
1961,2629,-35.997349,148.769744,NSW,BEV,0,0,0
1962,2629,-35.997349,148.769744,NSW,HFCEV,0,0,0
1963,2629,-35.997349,148.769744,NSW,Hybrid/PHEV,3,5,6
1964,2630,-36.177296,149.129166,NSW,ICE,8016,8040,8153
1965,2630,-36.177296,149.129166,NSW,BEV,0,5,16
1966,2630,-36.177296,149.129166,NSW,HFCEV,0,0,0
1967,2630,-36.177296,149.129166,NSW,Hybrid/PHEV,46,68,97
1968,2631,-36.529386,149.306729,NSW,ICE,624,634,626
1969,2631,-36.529386,149.306729,NSW,BEV,0,0,0
1970,2631,-36.529386,149.306729,NSW,HFCEV,0,0,0
1971,2631,-36.529386,149.306729,NSW,Hybrid/PHEV,0,0,0
1972,2632,-37.020122,149.220453,NSW,ICE,1802,1805,1775
1973,2632,-37.020122,149.220453,NSW,BEV,0,3,3
1974,2632,-37.020122,149.220453,NSW,HFCEV,0,0,0
1975,2632,-37.020122,149.220453,NSW,Hybrid/PHEV,7,10,14
1976,2633,-36.865206,148.701564,NSW,ICE,340,329,320
1977,2633,-36.865206,148.701564,NSW,BEV,0,0,0
1978,2633,-36.865206,148.701564,NSW,HFCEV,0,0,0
1979,2633,-36.865206,148.701564,NSW,Hybrid/PHEV,0,3,0
1980,2640,-36.016196,147.026549,NSW,ICE,26921,27549,28152
1981,2640,-36.016196,147.026549,NSW,BEV,13,26,67
1982,2640,-36.016196,147.026549,NSW,HFCEV,0,0,0
1983,2640,-36.016196,147.026549,NSW,Hybrid/PHEV,232,359,470
1984,2641,-36.038655,146.930436,NSW,ICE,10925,11155,11318
1985,2641,-36.038655,146.930436,NSW,BEV,0,3,10
1986,2641,-36.038655,146.930436,NSW,HFCEV,0,0,0
1987,2641,-36.038655,146.930436,NSW,Hybrid/PHEV,44,71,110
1988,2642,-36.044097,148.094043,NSW,ICE,4240,4415,4532
1989,2642,-36.044097,148.094043,NSW,BEV,0,0,7
1990,2642,-36.044097,148.094043,NSW,HFCEV,0,0,0
1991,2642,-36.044097,148.094043,NSW,Hybrid/PHEV,8,13,23
1992,2643,-35.936556,146.617535,NSW,ICE,2129,2201,2239
1993,2643,-35.936556,146.617535,NSW,BEV,0,0,0
1994,2643,-35.936556,146.617535,NSW,HFCEV,0,0,0
1995,2643,-35.936556,146.617535,NSW,Hybrid/PHEV,5,6,12
1996,2644,-35.72015098,147.6488785,NSW,ICE,2141,2211,2283
1997,2644,-35.72015098,147.6488785,NSW,BEV,0,0,3
1998,2644,-35.72015098,147.6488785,NSW,HFCEV,0,0,0
1999,2644,-35.72015098,147.6488785,NSW,Hybrid/PHEV,7,12,19
2000,2645,-35.333843,146.332431,NSW,ICE,391,400,397
2001,2645,-35.333843,146.332431,NSW,BEV,0,0,3
2002,2645,-35.333843,146.332431,NSW,HFCEV,0,0,0
2003,2645,-35.333843,146.332431,NSW,Hybrid/PHEV,0,3,3
2004,2646,-35.757569,146.324523,NSW,ICE,5415,5389,5363
2005,2646,-35.757569,146.324523,NSW,BEV,3,3,3
2006,2646,-35.757569,146.324523,NSW,HFCEV,0,0,0
2007,2646,-35.757569,146.324523,NSW,Hybrid/PHEV,24,37,50
2008,2647,-35.905463,145.976131,NSW,ICE,1475,1542,1564
2009,2647,-35.905463,145.976131,NSW,BEV,0,3,3
2010,2647,-35.905463,145.976131,NSW,HFCEV,0,0,0
2011,2647,-35.905463,145.976131,NSW,Hybrid/PHEV,5,14,18
